#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V1,reboot,fast,x86_64-kvm_x86_64-r0,,SONiC.202111.446201-f2a2906b6,routing/VRF/test_vrf_scale.py,test_vrf_reload
