#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,switching/test_vlan.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,7,4,57.14%,0:08:08
2,system/test_interface.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,1,0,0.00%,0:03:26
3,system/test_lldp.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,16,0,0.00%,0:07:17
