#,Node,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,gw4,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,,0:00:49,0:00:00.000,0:00:08.325,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,gw4,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,Pass,0:00:59,0:00:00.000,0:00:01.637,0:00:00.000,0:00:15,0:00:10,0,0,Test case passed
3,gw5,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,,0:00:29,0:00:00.000,0:00:05.597,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
4,gw5,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,Pass,0:00:22,0:00:00.000,0:00:07.159,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
5,gw5,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,,0:03:17,0:00:17.047,0:00:37.977,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
6,gw5,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,Pass,0:03:20,0:00:00.000,0:01:15.276,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
7,gw7,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,,0:00:49,0:00:00.000,0:00:16.351,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
8,gw7,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,Fail,0:02:01,0:00:00.000,0:00:05.592,0:00:00.000,0:00:00,0:00:00,0,0,Route table is not updated after advertising of routes on TG
9,gw7,routing/test_l3_performance.py,test_cli_validation_ip_address,Pass,0:01:12,0:00:09.824,0:00:36.926,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
10,gw7,routing/test_l3_performance.py,test_cli_validation_bgp_router_config,Pass,0:00:23,0:00:00.000,0:00:06.681,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
11,gw6,routing/NAT/test_nat.py,test_ft_nat_docker_restart,,0:01:09,0:00:00.000,0:00:23.102,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
12,gw6,routing/NAT/test_nat.py,test_ft_nat_docker_restart,Pass,0:00:53,0:00:00.000,0:00:15.331,0:00:00.000,0:00:20,0:00:00,0,0,Test case passed
13,gw6,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,,0:02:54,0:01:08.707,0:00:12.168,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
14,gw6,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,Pass,0:00:16,0:00:00.000,0:00:07.875,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
15,gw2,routing/VRF/test_vrf.py,test_VrfFun001_06,,0:08:10,0:00:00.000,0:02:45.661,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
16,gw2,routing/VRF/test_vrf.py,test_VrfFun001_06,Fail,0:00:40,0:00:00.000,0:00:26.652,0:00:00.000,0:00:00,0:00:00,0,0,STEP 12 FAIL: IPv4 BGP session on VRF-102 did not come up
17,gw2,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,0:00:00.000,0:00:10.908,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
18,gw2,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Fail,0:02:27,0:00:00.000,0:02:12.584,0:00:00.000,0:00:00,0:00:00,0,0,Static route between VRFs failed for VRf-101  VRF-102 and VRF-103. STEP 3 FAIL: IPv4 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 4 FAIL: IPv6 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 5 FAIL: IPv4 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration. STEP 6 FAIL: IPv6 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration
19,gw2,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Fail,0:01:01,0:00:00.000,0:00:58.194,0:00:00.000,0:00:00,0:00:00,0,0,Static route between VRFs failed for VRf-101  VRF-102 and VRF-103. STEP 1 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 2 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 3 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 4 FAIL: IPv6 BGP session on VRF-103 did not come up
