#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,VRF-Lite,FtOpSoRoVrfCli006,Pass,Mapped,2023-12-29 23:12:26,Test case passed,test_VrfFun001_06,routing/VRF/test_vrf.py,"V3, V4",
2,VRF-Lite,FtOpSoRoVrfCli001,Pass,Mapped,2023-12-29 23:12:26,Test case passed,test_VrfFun001_06,routing/VRF/test_vrf.py,"V3, V4",
3,VRF-Lite,FtOpSoRoVrfFun037,Pass,Mapped,2023-12-29 23:12:55,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
4,VRF-Lite,FtOpSoRoVrfFun027,Pass,Mapped,2023-12-29 23:12:55,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
5,VRF-Lite,FtOpSoRoVrfFun026,Pass,Mapped,2023-12-29 23:12:55,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
6,VRF-Lite,FtOpSoRoVrfFun014,Pass,Mapped,2023-12-29 23:14:46,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
7,VRF-Lite,FtOpSoRoVrfFun012,Pass,Mapped,2023-12-29 23:14:46,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
8,VRF-Lite,FtOpSoRoVrfFun010,Pass,Mapped,2023-12-29 23:14:46,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
9,VRF-Lite,FtOpSoRoVrfFun045,Pass,Mapped,2023-12-29 23:15:30,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
10,VRF-Lite,FtOpSoRoVrfFun044,Pass,Mapped,2023-12-29 23:15:30,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
11,VRF-Lite,FtOpSoRoVrfFun033,Pass,Mapped,2023-12-29 23:15:30,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
12,VRF-Lite,FtOpSoRoVrfFun032,Pass,Mapped,2023-12-29 23:15:30,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
13,VRF-Lite,FtOpSoRoVrfFun025,Pass,Mapped,2023-12-29 23:15:30,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
14,VRF-Lite,FtOpSoRoVrfFun024,Pass,Mapped,2023-12-29 23:15:30,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
15,VRF-Lite,FtOpSoRoVrfFun020,Pass,Mapped,2023-12-29 23:15:30,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
16,VRF-Lite,FtOpSoRoVrfFun050,Pass,Mapped,2023-12-29 23:18:46,Test case passed,test_VrfFun_05_50,routing/VRF/test_vrf.py,"V3, V4",
17,VRF-Lite,FtOpSoRoVrfCli005,Pass,Mapped,2023-12-29 23:18:46,Test case passed,test_VrfFun_05_50,routing/VRF/test_vrf.py,"V3, V4",
18,Regression,FtOtSoRtBgpPlFn006,Pass,Mapped,2023-12-29 23:28:28,Test case passed,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V3, V4",
19,In-Memory Debug Log,FtOpSoSysImLogFn018,Fail,SubTest,2023-12-29 23:28:28,Test case Failed.,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V3, V4",
20,Regression,ft_bgp_v6peer_vtysh_clear,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
21,Regression,ft_bgp_v6peer_sonic_clear,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
22,Regression,ft_bgp_v6peer_auth_simple,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
23,Regression,ft_bgp_v4peer_vtysh_clear,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
24,Regression,ft_bgp_v4peer_sonic_clear,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
25,Regression,ft_bgp_v4peer_auth_simple,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
26,Regression,ft_bgp_v4peer_asn4,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
27,Regression,ft_bgp_sonic_show_summary_neigh,Pass,Mapped,2023-12-29 23:28:44,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
28,Regression,ft_ipv4_bgp_ibgp_ebgp_traffic,Pass,Mapped,2023-12-29 23:32:15,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
29,Regression,ft_bgp_update_delay_timer,Pass,Mapped,2023-12-29 23:32:15,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
30,Regression,FtOtSoRtBgp4Fn049,Pass,Mapped,2023-12-29 23:32:15,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
31,Regression,FtOtSoRtBgp4Fn025,Pass,Mapped,2023-12-29 23:32:15,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
32,Regression,FtOtSoRtBgp4Fn063,Pass,Mapped,2023-12-29 23:32:28,Test case passed,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,routing/BGP/test_bgp.py,"V3, V4",
33,Regression,FtOtSoRtBgp4Fn001,Fail,Mapped,2023-12-29 23:33:44,bgp route 122.1.1.0/24 info not found,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,routing/BGP/test_bgp.py,"V3, V4",
34,Regression,FtOtSoRtBgp4Fn002,Fail,Mapped,2023-12-29 23:35:31,Could not aggregate BGP prefix 123.1.0.0/16,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,routing/BGP/test_bgp.py,"V3, V4",
35,Regression,FtOtSoRtBgp4Fn061,Fail,Mapped,2023-12-29 23:36:53,bgp route 151.1.0.0/16 info not found,TestBGPRif.test_bgp_route_aggregation_4byteASN,routing/BGP/test_bgp.py,"V3, V4",
36,Regression,FtOtSoRtBgpPlFn001,Fail,Mapped,2023-12-29 23:37:49,bgp route 6002:1::0/64 info not found,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,routing/BGP/test_bgp.py,"V3, V4",
37,Regression,FtOtSoRtBgp4Fn060,Pass,Mapped,2023-12-29 23:38:23,Test case passed,TestBGPRif.test_ft_bgp_v4_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
38,Regression,FtOtSoRtBgpPlFn004,Pass,Mapped,2023-12-29 23:38:55,Test case passed,TestBGPRif.test_ft_bgp_v6_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
39,Regression,FtOtSoRtBgp4Fn019,Pass,Mapped,2023-12-29 23:41:17,Test case passed,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
40,Regression,FtOtSoRtBgp4Fn078,Pass,Mapped,2023-12-29 23:41:37,Test case passed,TestBGPRif.test_ft_bgp_rmap,routing/BGP/test_bgp.py,"V3, V4",
41,Regression,FtOtSoRtBgp4Fn034,Fail,Mapped,2023-12-29 23:43:38,The operation is failed.,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4,routing/BGP/test_bgp.py,"V3, V4",
42,Regression,FtOtSoRtBgp4Fn033,Fail,Mapped,2023-12-29 23:44:00,static on dut1 is not a subset of dut1 learned route on dut2,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv4,routing/BGP/test_bgp.py,"V3, V4",
43,Regression,FtOtSoRtBgp4Fn018,Pass,Mapped,2023-12-29 23:44:15,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
44,Regression,FtOtSoRtBgp4Fn077,Pass,Mapped,2023-12-29 23:44:31,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
45,Regression,FtOtSoRtBgp4Fn039,Pass,Mapped,2023-12-29 23:44:31,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
46,Regression,ft_bgp_outbound_routefilter,Pass,Mapped,2023-12-29 23:44:58,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,routing/BGP/test_bgp.py,"V3, V4",
47,Regression,FtOtSoRtBgp4Fn036,Pass,Mapped,2023-12-29 23:44:58,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,routing/BGP/test_bgp.py,"V3, V4",
48,Regression,FtOtSoRtBgp4Fn032,Fail,Mapped,2023-12-29 23:45:15,default route not advertised,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv4,routing/BGP/test_bgp.py,"V3, V4",
49,Regression,FtOtSoRtBgp4Fn027,Unsupported,Mapped,2023-12-29 23:45:27,UI 'klish' unsupported router bgp 65001,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
50,Regression,ft_bgp_v6peer_route_redist_static_conn,Fail,Mapped,2023-12-29 23:45:47,The operation is failed.,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv6,routing/BGP/test_bgp.py,"V3, V4",
51,Regression,bgp_redis_st_ipv6,Fail,Mapped,2023-12-29 23:46:09,static on dut1 is not a subset of dut1 learned route on dut2,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv6,routing/BGP/test_bgp.py,"V3, V4",
52,Regression,ft_bgp_v6_as_path_acl,Pass,Mapped,2023-12-29 23:46:24,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
53,Regression,FtOtSoRtBgpPlFn014,Pass,Mapped,2023-12-29 23:46:24,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
54,Regression,FtOtSoRtBgpPlFn012,Pass,Mapped,2023-12-29 23:46:24,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
55,Regression,FtOtSoRtBgpPlFn007,Pass,Mapped,2023-12-29 23:46:39,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
56,Regression,FtOtSoRtBgpPlFn016,Pass,Mapped,2023-12-29 23:46:55,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv6,routing/BGP/test_bgp.py,"V3, V4",
57,Regression,FtOtSoRtBgpPlFn018,Pass,Mapped,2023-12-29 23:47:11,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_out_ipv6,routing/BGP/test_bgp.py,"V3, V4",
58,Regression,bgp_default_ipv6,Fail,Mapped,2023-12-29 23:47:27,default route not advertised,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv6,routing/BGP/test_bgp.py,"V3, V4",
59,Regression,FtOtSoRtBgpPlFn038,Fail,Mapped,2023-12-29 23:47:48,Entry not found,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
60,Regression,FtOtSoRtBgp4Fn016,Pass,Mapped,2023-12-29 23:48:13,The operation is successful,TestBGPIPvxRouteAdvertisementFilter.test_bgp_route_map_with_community,routing/BGP/test_bgp.py,"V3, V4",
