#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V3,reboot,fast,,,SONiC.master.442372-f7200698f,routing/VRF/test_vrf_scale.py,test_vrf_reload
2,V4,reboot,normal,,,SONiC.master.442372-f7200698f,system/test_sflow.py,test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow
