#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V1,reboot,normal,,,SONiC.master.449093-cdd164bd1,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot
2,V1,reboot,fast,,,SONiC.master.449093-cdd164bd1,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot
