Module Name,TC Pass Rate,TC Count,TC Pass,Sys Logs,CDT,FCLI,TSSH,DCNT,Prolog Time,Epilog Time,Func Time,Exec Time,Pass Rate,FCNT,Pass,Fail,Dut Fail,TGen Fail,Script Error,Not Supported,Config Fail,Env Fail,Dep Fail,Skipped,Timeout,Topo Fail,Node,TS
,69.41%,85,59,0,3:00:13,8,0,12,0:08:35,0:30:21,1:04:00,1:42:56,75.38%,65,49,12,1,0,0,0,1,2,0,0,0,0,,0
system/test_lldp.py,0.00%,16,0,0,0:07:56,1,0,2,0:01:56,0:02:02,0:00:00,0:03:58,0.00%,12,0,12,0,0,0,0,0,0,0,0,0,0,3,0
system/test_interface.py,0,0,0,0,0:00:00,0,0,0,0:00:00,0:00:00,0:00:00,0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
system/test_ssh.py,16.67%,6,1,0,1:21:46,1,0,2,0:00:47,0:26:53,0:13:13,0:40:53,33.33%,3,1,0,0,0,0,0,1,1,0,0,0,0,3,0
switching/test_vlan.py,57.14%,7,4,0,1:01:34,1,0,2,0:00:19,0:00:07,0:30:21,0:30:47,75.00%,4,3,0,1,0,0,0,0,0,0,0,0,0,2,0
system/test_snmp.py,95.24%,42,40,0,0:06:37,1,0,1,0:01:41,0:00:32,0:04:24,0:06:37,97.50%,40,39,0,0,0,0,0,0,1,0,0,0,0,6,0
switching/test_portchannel.py,100.00%,3,3,0,0:03:18,1,0,2,0:00:29,0:00:13,0:00:57,0:01:39,100.00%,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0
system/test_ntp.py,100.00%,3,3,0,0:17:03,1,0,1,0:02:15,0:00:04,0:14:44,0:17:03,100.00%,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0
system/test_snapshot.py,100.00%,2,2,0,0:01:00,1,0,1,0:00:33,0:00:12,0:00:15,0:01:00,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0
security/test_tacacs.py,100.00%,6,6,0,0:00:59,1,0,1,0:00:35,0:00:18,0:00:06,0:00:59,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0
