#,Module,Function,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
0,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_route_distribution,4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_with_rr,4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_confed_route_distribution_with_rmap,4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
3,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
4,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1,routing/BGP/test_bgp_4node.py, --Module--,4,NE,NE,NE,NE,NE,NE
