#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V3,reboot,fast,,,SONiC.master.440433-c0bc1d975,routing/VRF/test_vrf.py,test_VrfFun_05_50
2,V3,reboot,fast,,,SONiC.master.440433-c0bc1d975,routing/VRF/test_vrf_scale.py,test_vrf_reload
