#,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,routing/VRF/test_vrf.py,test_VrfFun001_06,,0:08:20,0:00:00.000,0:03:05.908,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,routing/VRF/test_vrf.py,test_VrfFun001_06,Pass,0:00:26,0:00:00.000,0:00:12.737,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,0:00:00.000,0:00:10.814,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
4,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,0:00:00.000,0:01:36.564,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
5,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:45,0:00:00.000,0:00:41.860,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
6,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:03:13,0:00:00.000,0:02:03.663,0:00:00.000,0:00:45,0:00:00,0,0,Test case passed
7,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:28:02,0:49:31.853,0:01:29.442,0:00:00.000,0:00:40,0:00:00,0,0,Module Configuration
8,routing/VRF/test_vrf_scale.py,test_vrf_scale,Pass,0:04:18,0:00:00.000,0:04:03.906,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
9,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,0:00:00.000,0:00:46.444,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
10,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:44,0:00:00.000,0:13:12.537,0:00:00.000,0:00:10,0:00:00,0,0,Test case passed
11,routing/VRF/test_vrf_scale.py,test_vrf_reload,Pass,0:04:50,0:00:00.000,0:04:23.908,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
12,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,,0:05:34,0:02:24.647,0:01:19.894,0:00:00.000,0:00:50,0:00:00,0,0,Module Configuration
13,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,Pass,0:02:36,0:00:00.000,0:00:09.582,0:00:00.000,0:00:25,0:01:10,0,0,Test case passed
