Module Name,TC Pass Rate,TC Count,TC Pass,Sys Logs,CDT,FCLI,TSSH,DCNT,Prolog Time,Epilog Time,Func Time,Exec Time,Pass Rate,FCNT,Pass,Fail,Dut Fail,TGen Fail,Script Error,Not Supported,Config Fail,Env Fail,Dep Fail,Skipped,Timeout,Topo Fail,TS
,77.78%,9,7,0,0:06:45,2,0,2,0:01:44,0:01:02,0:03:59,0:06:45,75.00%,4,3,1,0,0,0,0,0,0,0,0,0,0,0
routing/test_l3_performance.py,75.00%,8,6,0,0:05:02,1,0,1,0:00:49,0:00:37,0:03:36,0:05:02,66.67%,3,2,1,0,0,0,0,0,0,0,0,0,0,0
system/test_device_mgmt.py,100.00%,1,1,0,0:01:43,1,0,1,0:00:55,0:00:25,0:00:23,0:01:43,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,0
