Module Name,TC Pass Rate,TC Count,TC Pass,Sys Logs,CDT,FCLI,TSSH,DCNT,Prolog Time,Epilog Time,Func Time,Exec Time,Pass Rate,FCNT,Pass,Fail,Dut Fail,TGen Fail,Script Error,Not Supported,Config Fail,Env Fail,Dep Fail,Skipped,Timeout,Topo Fail,Node,TS
,56.98%,86,49,0,1:20:27,9,0,14,0:10:56,0:06:56,0:30:51,0:48:43,66.67%,66,44,19,0,0,1,0,1,1,0,0,0,0,,0
system/test_lldp.py,0.00%,16,0,0,0:09:00,1,0,2,0:02:12,0:02:18,0:00:00,0:04:30,0.00%,12,0,12,0,0,0,0,0,0,0,0,0,0,2,0
switching/test_portchannel.py,0.00%,3,0,0,0:07:42,1,0,2,0:00:48,0:00:32,0:02:31,0:03:51,0.00%,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0
system/test_interface.py,0.00%,1,0,0,0:05:56,1,0,2,0:01:13,0:00:29,0:01:16,0:02:58,0.00%,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
security/test_tacacs.py,0.00%,6,0,0,0:01:17,1,0,1,0:00:32,0:00:39,0:00:06,0:01:17,0.00%,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0
system/test_ssh.py,66.67%,6,4,0,0:24:30,1,0,2,0:01:39,0:00:52,0:09:44,0:12:15,66.67%,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0
switching/test_vlan.py,57.14%,7,4,0,0:16:20,1,0,2,0:00:39,0:00:27,0:07:04,0:08:10,75.00%,4,3,0,0,0,1,0,0,0,0,0,0,0,3,0
system/test_snmp.py,88.10%,42,37,0,0:07:28,1,0,1,0:02:07,0:00:44,0:04:37,0:07:28,90.00%,40,36,3,0,0,0,0,0,1,0,0,0,0,5,0
system/test_ntp.py,100.00%,3,3,0,0:06:35,1,0,1,0:00:53,0:00:24,0:05:18,0:06:35,100.00%,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0
system/test_snapshot.py,50.00%,2,1,0,0:01:39,1,0,1,0:00:53,0:00:31,0:00:15,0:01:39,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0
