#,Node,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,gw2,Regression,ft_add_unknownvlan_interface,Pass,Mapped,2024-01-06 01:04:54,Test case passed,test_ft_add_unknownvlan_interface,switching/test_vlan.py,"V3, V4",
2,gw2,Regression,ft_vlan_delete_with_member,Pass,Mapped,2024-01-06 01:05:09,Test case passed,test_ft_vlan_delete_with_member,switching/test_vlan.py,"V3, V4",
3,gw3,Regression,FtOpSoSwLagFn042,Pass,Mapped,2024-01-06 01:05:44,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
4,gw3,Regression,FtOpSoSwLagFn041,Pass,Mapped,2024-01-06 01:05:44,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
5,gw3,PortChannel Config Enhancements,FtOpSoSwPominFn007,Pass,Mapped,2024-01-06 01:06:08,Test case passed,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V1, V2",
6,gw2,Regression,ft_vlan_trunk_tagged,Pass,Mapped,2024-01-06 01:06:35,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
7,gw2,Regression,ft_show_vlan_brief,Pass,Mapped,2024-01-06 01:06:35,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
8,gw3,Regression,ft_lldp_LocManAddrLen,Fail,Mapped,2024-01-06 01:13:20,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrLen,system/test_lldp.py,"V1, V2",
9,gw3,Regression,ft_lldp_LocManAddrlfld,Fail,Mapped,2024-01-06 01:13:21,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrlfld,system/test_lldp.py,"V1, V2",
10,gw3,Regression,ft_lldp_LocManAddrEntry,Fail,Mapped,2024-01-06 01:13:21,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrEntry,system/test_lldp.py,"V1, V2",
11,gw3,Regression,ft_lldp_ConfigManAddrEntry,Fail,Mapped,2024-01-06 01:13:21,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_ConfigManAddrEntry,system/test_lldp.py,"V1, V2",
12,gw3,Regression,ft_lldp_lldplocportid,Fail,Mapped,2024-01-06 01:13:22,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocportid,system/test_lldp.py,"V1, V2",
13,gw3,Regression,ft_lldp_lldplocsysname,Fail,Mapped,2024-01-06 01:13:22,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysname,system/test_lldp.py,"V1, V2",
14,gw3,Regression,ft_lldp_lldplocsysdesc,Fail,Mapped,2024-01-06 01:13:23,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysdesc,system/test_lldp.py,"V1, V2",
15,gw3,SNMP Agent Optimization,ft_snmp_lldp_prem_manaddr_table,Fail,Mapped,2024-01-06 01:13:23,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_rem_man_addr_table,system/test_lldp.py,"V1, V2",
