Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,62.07%,29,18,11,1,64.29%,1:23:33,0,0.00%,0.00%,0.00%,3.45%,2:47:06
L3 Scale and Performance,0.00%,2,0,2,0,0.00%,0:34:55,0,0.00%,0.00%,0.00%,0.00%,1:09:50
Sanity,0.00%,1,0,1,0,0.00%,0:04:16,0,0.00%,0.00%,0.00%,0.00%,0:08:32
VRF-Lite,50.00%,4,2,2,0,50.00%,0:25:30,0,0.00%,0.00%,0.00%,0.00%,0:51:00
RIF Counters,50.00%,4,2,2,1,66.67%,0:02:09,0,0.00%,0.00%,0.00%,25.00%,0:04:18
Regression,77.78%,18,14,4,0,77.78%,0:16:43,0,0.00%,0.00%,0.00%,0.00%,0:33:26
