Testcase,Function,Module,Pass Rate,339663,338756,337942,337263,336656,335805,335008,334260,333459,332672,331942,331298,329786,329025
ft_ip6_static_route_traffic_forward,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,0,--NE--,--NE--,Fail,Fail,Fail,Fail,--NE--,Fail,--NE--,--NE--,Fail,Fail,Fail,SKIPPED
ft_ip6_static_route_traffic_fwd_blackhole,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,0,--NE--,--NE--,Fail,Fail,Fail,Fail,--NE--,Fail,--NE--,--NE--,Fail,Fail,Fail,SKIPPED
RIF_COUNT_FUNC_0031,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,0,--NE--,--NE--,Fail,Fail,Fail,Fail,--NE--,Fail,--NE--,--NE--,Fail,Fail,Fail,SKIPPED
ft_ip_static_route_traffic_forward,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,88,--NE--,--NE--,Pass,Pass,Pass,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass,Pass,SKIPPED
RIF_COUNT_FUNC_001,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,88,--NE--,--NE--,Pass,Pass,Pass,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass,Pass,SKIPPED
RIF_COUNT_FUNC_021,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,88,--NE--,--NE--,Pass,Pass,Pass,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass,Pass,SKIPPED
ft_ip6_L2_L3_translation,test_ft_ip_v4_v6_L2_L3_translation,routing/test_ip.py,88,--NE--,--NE--,Pass,Pass,Pass,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass,Pass,SKIPPED
ft_ip_L2_L3_translation,test_ft_ip_v4_v6_L2_L3_translation,routing/test_ip.py,88,--NE--,--NE--,Pass,Pass,Pass,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass,Pass,SKIPPED
ipv4_intf_order,test_ft_verify_interfaces_order,routing/test_ip.py,88,--NE--,--NE--,Pass,Pass,Pass,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass,Pass,SKIPPED
ipv6_intf_order,test_ft_verify_interfaces_order,routing/test_ip.py,88,--NE--,--NE--,Pass,Pass,Pass,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass,Pass,SKIPPED
FtOtSoRtBgpPlFn025,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,routing/BGP/test_bgp_rr_traffic.py,100,--NE--,Pass,Pass,--NE--,Pass,--NE--,Pass,--NE--,Pass,--NE--,--NE--,--NE--,--NE--,Pass
Unique: 131,Unique: 69,Unique: 14,>90%: 82/131=62%,<a href='docker-master-339663-l3/dashboard.html'>85/131=64.89%</a>,<a href='docker-master-338756-l3/dashboard.html'>80/131=61.07%</a>,<a href='docker-master-337942-l3/dashboard.html'>98/131=74.81%</a>,<a href='docker-master-337263-l3/dashboard.html'>97/131=74.05%</a>,<a href='docker-master-336656-l3/dashboard.html'>98/131=74.81%</a>,<a href='docker-master-335805-l3/dashboard.html'>97/131=74.05%</a>,<a href='docker-master-335008-l3/dashboard.html'>84/131=64.12%</a>,<a href='docker-master-334260-l3/dashboard.html'>99/131=75.57%</a>,<a href='docker-master-333459-l3/dashboard.html'>86/131=65.65%</a>,<a href='docker-master-332672-l3/dashboard.html'>99/131=75.57%</a>,<a href='docker-master-331942-l3/dashboard.html'>112/131=85.50%</a>,<a href='docker-master-331298-l3/dashboard.html'>111/131=84.73%</a>,<a href='docker-master-329786-l3/dashboard.html'>114/131=87.02%</a>,<a href='docker-master-329025-l3/dashboard.html'>98/131=74.81%</a>
