#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf.py,,,0:07:40,2023-12-30 01:08:06,0,1,0,2,Module Prolog,"V3, V4",,
2,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:10,2023-12-30 01:08:10,0,1,0,2,config command 'sudo sonic_installer list' failed,"V3, V4",,
3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,2023-12-30 01:08:38,0,1,0,2,Test case passed,"V3, V4",,
4,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2023-12-30 01:10:29,0,1,0,2,Test case passed,"V3, V4",,
5,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:44,2023-12-30 01:11:12,0,1,0,2,Test case passed,"V3, V4",,
6,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:06:58,2023-12-30 01:18:09,0,1,0,2,Test case passed,"V3, V4",,
7,routing/VRF/test_vrf.py,,,0:00:05,2023-12-30 01:18:14,0,1,0,2,Module Epilog,"V3, V4",,
8,routing/VRF/test_vrf_scale.py,,,0:28:03,2023-12-30 01:48:05,0,1,0,2,Module Prolog,"V3, V4",,
9,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:31,2023-12-30 01:55:28,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
10,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2023-12-30 01:57:35,0,1,0,2,Test case passed,"V3, V4",,
11,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:43,2023-12-30 02:07:18,0,1,0,2,Test case passed,"V3, V4",,
12,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:35,2023-12-30 02:20:52,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
13,routing/VRF/test_vrf_scale.py,,,0:00:05,2023-12-30 02:20:57,0,1,0,2,Module Epilog,"V3, V4",,
14,routing/BGP/test_bgp_rr_traffic.py,,,0:04:37,2023-12-30 02:29:54,0,1,0,2,Module Prolog,"V3, V4",,
15,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,Pass,0:02:36,2023-12-30 02:32:24,0,1,0,2,Test case passed,"V3, V4",,
16,routing/BGP/test_bgp_rr_traffic.py,,,0:00:53,2023-12-30 02:33:16,0,1,0,2,Module Epilog,"V3, V4",,
