#,Module,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,switching/test_portchannel.py,2,NE,NE,NE,NE,NE,NE
2,system/test_ssh.py,2,NE,NE,NE,NE,NE,NE
3,system/test_lldp.py,2,NE,NE,NE,NE,NE,NE
