#,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:20:31,0:36:02.303,0:01:13.153,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:06:19,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
3,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:10,0:00:00.000,0:00:51.915,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
4,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Fail,0:12:45,0:00:00.000,0:13:39.945,0:00:00.000,0:00:10,0:00:00,0,0,Test case Failed.
5,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:09:36,0:00:00.000,0:02:36.174,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
6,system/test_sflow.py,test_ft_sflow_sampling_v6_sFlow_collector,,0:04:00,0:03:52.367,0:00:31.795,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
7,system/test_sflow.py,test_ft_sflow_sampling_v6_sFlow_collector,Fail,0:02:25,0:00:00.000,0:00:54.812,0:00:00.000,0:00:09,0:00:00,0,0,Test case Failed.
8,system/test_sflow.py,test_ft_sflow_max_sflow_collector_config,Pass,0:00:32,0:00:00.000,0:00:10.937,0:00:00.000,0:00:07,0:00:00,0,0,Successfully verified sFlow sampling functionality.
9,system/test_sflow.py,test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow,Pass,0:01:23,0:00:00.000,0:00:58.237,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
10,routing/test_ip.py,test_l3_v4_route_po_1,,0:02:13,0:01:36.591,0:00:38.283,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
11,routing/test_ip.py,test_l3_v4_route_po_1,TGenFail,0:03:49,0:00:00.000,0:00:08.761,0:00:00.000,0:00:16,0:00:10,0,0,Traffic generator API Failed with status 209 TX Counter raw_pkt_count is zero for port: port-9
12,routing/test_ip.py,test_ft_ping_v4_v6_vlan,Fail,0:00:10,0:00:00.000,0:00:03.332,0:00:00.000,0:00:00,0:00:00,0,0,Failed to ping ip address 192.168.2.1
13,routing/test_ip.py,test_ft_ping_v4_v6_after_ip_change_pc,Fail,0:00:07,0:00:00.000,0:00:00.664,0:00:00.000,0:00:00,0:00:00,0,0,Portchannel PortChannel100 on V4 state Up verification failed.
14,routing/test_ip.py,test_ft_ip6_static_route_traffic_forward_blackhole,Fail,0:01:11,0:00:00.000,0:00:03.256,0:00:00.000,0:00:02,0:00:10,0,0,traffic verification is failed
15,routing/test_ip.py,test_ft_ip_static_route_traffic_forward,Pass,0:00:58,0:00:00.000,0:00:00.261,0:00:00.000,0:00:00,0:00:10,0,0,Test case passed
16,routing/test_ip.py,test_ft_ip_v4_v6_L2_L3_translation,Pass,0:01:33,0:00:00.000,0:00:30.710,0:00:00.000,0:00:12,0:00:00,0,0,Test case passed
17,routing/test_ip.py,test_ft_verify_interfaces_order,Pass,0:00:32,0:00:00.000,0:00:16.791,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
