Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,35.48%,31,11,20,2,37.93%,1:12:25,0,3.23%,0.00%,0.00%,3.23%,2:24:50
L3 Scale and Performance,0.00%,2,0,2,0,0.00%,0:27:16,0,0.00%,0.00%,0.00%,0.00%,0:54:32
VRF-Lite,25.00%,4,1,3,0,25.00%,0:24:31,0,0.00%,0.00%,0.00%,0.00%,0:49:02
Regression,29.41%,17,5,12,1,31.25%,0:09:12,0,5.88%,0.00%,0.00%,0.00%,0:18:24
RIF Counters,50.00%,4,2,2,1,66.67%,0:02:09,0,0.00%,0.00%,0.00%,25.00%,0:04:18
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:09:17,0,0.00%,0.00%,0.00%,0.00%,0:18:34
