#,Module,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,routing/NAT/test_nat.py,1,NE,NE,NE,NE,NE,NE
2,routing/test_arp.py,1,NE,NE,NE,NE,NE,NE
3,qos/test_qos_save_reboot.py,1,NE,NE,NE,NE,NE,NE
