#,Module,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,routing/test_l3_performance.py,1,NE,NE,NE,NE,NE,NE
2,system/test_device_mgmt.py,1,NE,NE,NE,NE,NE,NE
