Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,66.28%,86,57,29,22,89.06%,1:43:41,0,25.58%,0.00%,0.00%,0.00%,2:59:41
