#,Node,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,gw4,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,,0:00:50,0:00:00.000,0:00:17.565,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,gw4,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,Fail,0:02:01,0:00:00.000,0:00:06.309,0:00:00.000,0:00:00,0:00:00,0,0,Route table is not updated after advertising of routes on TG
3,gw4,routing/test_l3_performance.py,test_cli_validation_ip_address,Pass,0:01:23,0:00:14.031,0:00:44.027,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
4,gw4,routing/test_l3_performance.py,test_cli_validation_bgp_router_config,Pass,0:00:23,0:00:00.000,0:00:06.646,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
5,gw4,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,,0:02:57,0:02:05.198,0:00:13.089,0:00:00.000,0:00:10,0:00:00,0,0,Module Configuration
6,gw4,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,Pass,0:00:23,0:00:00.000,0:00:07.314,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
7,gw5,routing/NAT/test_nat.py,test_ft_nat_docker_restart,,0:01:09,0:00:00.000,0:00:25.359,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
8,gw5,routing/NAT/test_nat.py,test_ft_nat_docker_restart,Pass,0:00:48,0:00:00.000,0:00:10.517,0:00:00.000,0:00:20,0:00:00,0,0,Test case passed
9,gw5,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,,0:03:58,0:02:11.190,0:00:13.275,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
10,gw5,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,Pass,0:00:17,0:00:00.000,0:00:09.040,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
11,gw7,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,,0:03:02,0:00:00.000,0:00:43.899,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
12,gw7,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,Pass,0:07:47,0:00:00.000,0:00:49.234,0:00:00.000,0:05:00,0:00:00,0,0,Test case passed
13,gw6,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,,0:00:50,0:00:00.000,0:00:09.730,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
14,gw6,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,Pass,0:01:00,0:00:00.000,0:00:01.790,0:00:00.000,0:00:15,0:00:10,0,0,Test case passed
15,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:25:58,0:46:47.577,0:01:17.073,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
16,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Pass,0:04:00,0:00:00.000,0:03:45.879,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
17,gw2,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:09,0:00:00.000,0:00:49.778,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
18,gw2,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:43,0:00:00.000,0:13:12.606,0:00:00.000,0:00:10,0:00:00,0,0,Test case passed
19,gw2,routing/VRF/test_vrf_scale.py,test_vrf_reload,Pass,0:04:45,0:00:00.000,0:04:18.606,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
20,gw2,system/test_sflow.py,test_ft_sflow_sampling_v6_sFlow_collector,,0:03:24,0:02:30.641,0:00:59.505,0:00:00.000,0:00:35,0:00:00,0,0,Module Configuration
21,gw2,system/test_sflow.py,test_ft_sflow_sampling_v6_sFlow_collector,Fail,0:02:27,0:00:00.000,0:00:57.197,0:00:00.000,0:00:09,0:00:00,0,0,Test case Failed.
22,gw2,system/test_sflow.py,test_ft_sflow_max_sflow_collector_config,Pass,0:00:35,0:00:00.000,0:00:13.222,0:00:00.000,0:00:07,0:00:00,0,0,Successfully verified sFlow sampling functionality.
