#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,routing/NAT/test_nat.py,V2,UNKNOWN,VS,scapy,3,3,100.00%,0:02:33
2,system/test_device_mgmt.py,V2,UNKNOWN,VS,scapy,1,1,100.00%,0:03:40
