#,Module,Function,TestCase,Node,Type
1,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,FtOtSoRtBgpPlFn025,<a href='gw2/results_logs.log'>gw2</a>,PARTIAL
