Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,41.67%,12,5,7,0,41.67%,1:16:41,0,0.00%,0.00%,0.00%,0.00%,2:33:22
L3 Scale and Performance,0.00%,2,0,2,0,0.00%,0:29:53,0,0.00%,0.00%,0.00%,0.00%,0:59:46
Sanity,0.00%,1,0,1,0,0.00%,0:04:30,0,0.00%,0.00%,0.00%,0.00%,0:09:00
VRF-Lite,25.00%,4,1,3,0,25.00%,0:24:53,0,0.00%,0.00%,0.00%,0.00%,0:49:46
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:08:01,0,0.00%,0.00%,0.00%,0.00%,0:16:02
Regression,100.00%,1,1,0,0,100.00%,0:09:24,0,0.00%,0.00%,0.00%,0.00%,0:18:48
