#,Node,Module,Function,DUT,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,gw4,system/test_snapshot.py,test_ft_watermark_telemetry_interval,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,gw4,system/test_snapshot.py,--Module--,V2,NE,NE,NE,NE,NE,NE
3,gw4,system/test_snmp.py,test_ft_snmp_sysName,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
4,gw4,system/test_snmp.py,test_ft_snmp_test_syUpTime,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
5,gw4,system/test_snmp.py,test_ft_snmp_sysDescr,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
6,gw4,system/test_snmp.py,test_ft_snmp_mib_2,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7,gw4,system/test_snmp.py,test_ft_snmp_if_mib_all,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
8,gw4,system/test_snmp.py,test_ft_snmp_entity_mib_all,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
9,gw4,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10,gw4,system/test_snmp.py,test_ft_snmp_root_node_walk,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
11,gw4,system/test_snmp.py,test_ft_snmp_ipAddressRowStatus_ipv6,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
12,gw4,system/test_snmp.py,test_ft_snmp_ipAddressStorageType_ipv6,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
13,gw4,system/test_snmp.py,test_ft_snmp_ipv6_If_Forward_default_HopLimit,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
14,gw4,system/test_snmp.py,test_ft_snmp_ipv6scope_index_table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
15,gw4,system/test_snmp.py,test_ft_snmp_ip_forward_table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
16,gw4,system/test_snmp.py,test_ft_snmp_ifx_table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
17,gw4,system/test_snmp.py,test_ft_snmp_ip_System_Stats_Table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
18,gw4,system/test_snmp.py,test_ft_snmp_ip_IfStats_Table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
19,gw4,system/test_snmp.py,test_ft_snmp_ip_Address_Table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
20,gw4,system/test_snmp.py,test_ft_snmp_ip_NetToPhysical_Table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
21,gw4,system/test_snmp.py,test_ft_snmp_icmp_Msgs,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
22,gw4,system/test_snmp.py,test_ft_snmp_tcp_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
23,gw4,system/test_snmp.py,test_ft_snmp_udp_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
24,gw4,system/test_snmp.py,test_ft_snmp_snmpv2_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
25,gw4,system/test_snmp.py,test_ft_snmp_host_resource_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
26,gw4,system/test_snmp.py,test_ft_snmp_framework_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
27,gw4,system/test_snmp.py,test_ft_snmp_mpd_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
28,gw4,system/test_snmp.py,test_ft_snmp_target_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
29,gw4,system/test_snmp.py,test_ft_snmp_notification_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
30,gw4,system/test_snmp.py,test_ft_snmp_user_based_sm_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
31,gw4,system/test_snmp.py,test_ft_snmp_view_based_acm_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
32,gw4,system/test_snmp.py,test_ft_snmp_ent_physical_table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
33,gw4,system/test_snmp.py,test_ft_snmp_dot3_stats_table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
34,gw4,system/test_snmp.py,test_ft_net_snmp_agent_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
35,gw4,system/test_snmp.py,test_ft_net_snmp_vacm_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
36,gw4,system/test_snmp.py,test_ft_snmp_ucd_diskio_mib,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
37,gw4,system/test_snmp.py,test_ft_snmp_ucd_la_table,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
38,gw4,system/test_snmp.py,test_ft_snmp_ucd_system_stats,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
39,gw4,system/test_snmp.py,test_ft_snmp_dot1q_tp_fdb_port,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
40,gw4,system/test_snmp.py,test_ft_snmp_dot1q_tp_fdb_address,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
41,gw4,system/test_snmp.py,test_ft_snmp_coldstart_trap,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
42,gw4,system/test_snmp.py,test_ft_snmp_docker_restart,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
43,gw4,system/test_snmp.py,--Module--,V2,NE,NE,NE,NE,NE,NE
44,gw4,security/test_tacacs.py,test_ft_tacacs_ssh_login_with_tacacs_operations,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
45,gw4,security/test_tacacs.py,--Module--,V2,NE,NE,NE,NE,NE,NE
