#,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:21:44,0:38:06.279,0:01:14.623,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:06:29,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
3,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:11,0:00:00.000,0:00:53.042,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
4,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Fail,0:12:45,0:00:00.000,0:13:39.935,0:00:00.000,0:00:10,0:00:00,0,0,Test case Failed.
5,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:09:28,0:00:00.000,0:02:38.371,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
6,routing/test_ip.py,test_l3_v4_route_po_1,,0:03:21,0:02:25.836,0:00:39.792,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
7,routing/test_ip.py,test_l3_v4_route_po_1,Fail,0:02:30,0:00:00.000,0:00:08.920,0:00:00.000,0:00:12,0:00:10,0,0,Test case Failed.
8,routing/test_ip.py,test_ft_ping_v4_v6_vlan,Fail,0:00:10,0:00:00.000,0:00:03.385,0:00:00.000,0:00:00,0:00:00,0,0,Failed to ping ip address 192.168.2.1
9,routing/test_ip.py,test_ft_ping_v4_v6_after_ip_change_pc,Fail,0:00:07,0:00:00.000,0:00:00.715,0:00:00.000,0:00:00,0:00:00,0,0,Portchannel PortChannel100 on V2 state Up verification failed.
10,routing/test_ip.py,test_ft_ip6_static_route_traffic_forward_blackhole,Fail,0:01:12,0:00:00.000,0:00:03.715,0:00:00.000,0:00:02,0:00:10,0,0,traffic verification is failed
11,routing/test_ip.py,test_ft_ip_static_route_traffic_forward,Pass,0:00:57,0:00:00.000,0:00:00.264,0:00:00.000,0:00:00,0:00:10,0,0,Test case passed
12,routing/test_ip.py,test_ft_ip_v4_v6_L2_L3_translation,Pass,0:01:33,0:00:00.000,0:00:31.172,0:00:00.000,0:00:12,0:00:00,0,0,Test case passed
13,routing/test_ip.py,test_ft_verify_interfaces_order,Pass,0:00:32,0:00:00.000,0:00:16.983,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
14,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,,0:05:32,0:02:24.662,0:00:53.976,0:00:00.000,0:00:20,0:00:00,0,0,Module Configuration
15,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,Pass,0:02:36,0:00:00.000,0:00:09.744,0:00:00.000,0:00:25,0:01:10,0,0,Test case passed
