#,Node,Module,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,gw2,routing/BGP/test_bgp.py,2,NE,NE,NE,NE,NE,NE
2,gw2,system/test_sflow.py,2,NE,NE,NE,NE,NE,NE
3,gw1,routing/BGP/test_bgp_4node.py,4,NE,NE,NE,NE,NE,NE
4,gw3,routing/VRF/test_vrf.py,2,NE,NE,NE,NE,NE,NE
5,gw3,routing/VRF/test_vrf_scale.py,2,NE,NE,NE,NE,NE,NE
6,gw3,sanity/test_sanity_l3.py,2,NE,NE,NE,NE,NE,NE
7,gw3,routing/BGP/test_bgp_rr_traffic.py,2,NE,NE,NE,NE,NE,NE
