#,Node,Module,Function,DUT,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,gw4,routing/NAT/test_nat.py,test_ft_nat_docker_restart,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_link_local_bgp,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
3,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_link_local_bgp,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
4,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_clear,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
5,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_clear,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
6,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_peer_traffic_check,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_peer_traffic_check,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
8,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_graceful_restart_and_aware_routers,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
9,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_graceful_restart_and_aware_routers,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
11,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
12,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
13,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
14,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_bgp_route_aggregation_4byteASN,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
15,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_bgp_route_aggregation_4byteASN,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
16,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv6_route_aggregation_with_as_set,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
17,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv6_route_aggregation_with_as_set,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
18,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_dyn_nbr,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
19,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_dyn_nbr,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
20,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_dyn_nbr,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
21,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_dyn_nbr,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
22,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_max_dyn_nbr,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
23,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_max_dyn_nbr,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
24,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_rmap,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
25,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_rmap,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
26,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_connected_ipv4,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
27,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_connected_ipv4,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
28,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_static_ipv4,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
29,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_static_ipv4,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
30,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_distribute_list_in_ipv4,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
31,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_distribute_list_in_ipv4,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
32,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_filter_list_in_ipv4,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
33,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_filter_list_in_ipv4,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
34,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_prefix_list_out_ipv4,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
35,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_prefix_list_out_ipv4,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
36,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_default_originate_ipv4,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
37,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_default_originate_ipv4,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
38,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_route_map_in_ipv4,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
39,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_route_map_in_ipv4,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
40,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_connected_ipv6,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
41,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_connected_ipv6,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
42,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_static_ipv6,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
43,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_static_ipv6,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
44,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_distribute_list_in_ipv6,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
45,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_distribute_list_in_ipv6,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
46,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_filter_list_in_ipv6,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
47,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_filter_list_in_ipv6,V2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
