#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,FtOpSoRtPerfFn052,Fail,Mapped,2023-12-27 02:08:07,Route table is not updated after advertising of routes on TG,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
2,L3 Performance enhancements,FtOpSoRtPerfFn026,Fail,Mapped,2023-12-27 02:08:07,Route table is not updated after advertising of routes on TG,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
3,L3 Performance enhancements,FtOpSoRtPerfFn025,Pass,SubTest,2023-12-27 02:08:07,Test case passed,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
4,Regression,FtOpSoRtPerfFn053,Pass,SubTest,2023-12-27 02:08:07,Test case passed,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
5,Regression,FtOpSoRtPerfFn055,Pass,Mapped,2023-12-27 02:09:15,Test case passed,test_cli_validation_ip_address,routing/test_l3_performance.py,V3,
6,Regression,FtOpSoRtPerfFn054,Pass,SubTest,2023-12-27 02:09:15,Test case passed,test_cli_validation_ip_address,routing/test_l3_performance.py,V3,
7,Regression,FtOpSoRtPerfFn057,Pass,Mapped,2023-12-27 02:09:36,Test case passed,test_cli_validation_bgp_router_config,routing/test_l3_performance.py,V3,
8,Regression,FtOpSoRtPerfFn056,Pass,SubTest,2023-12-27 02:09:36,Test case passed,test_cli_validation_bgp_router_config,routing/test_l3_performance.py,V3,
9,NAT,ft_static_nat_docker_restart,EnvFail,Mapped,2023-12-27 02:20:38,Console hang observed. Exiting.,test_ft_nat_docker_restart,routing/NAT/test_nat.py,V3,
10,NAT,ft_static_napt_docker_restart,EnvFail,Mapped,2023-12-27 02:20:38,Console hang observed. Exiting.,test_ft_nat_docker_restart,routing/NAT/test_nat.py,V3,
11,NAT,ft_dynamic_napt_docker_restart,EnvFail,Mapped,2023-12-27 02:20:38,Console hang observed. Exiting.,test_ft_nat_docker_restart,routing/NAT/test_nat.py,V3,
