#,Node,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,gw2,Regression,ft_add_unknownvlan_interface,Pass,Mapped,2024-01-01 02:56:29,Test case passed,test_ft_add_unknownvlan_interface,switching/test_vlan.py,"V3, V4",
2,gw2,Regression,ft_vlan_delete_with_member,Pass,Mapped,2024-01-01 02:56:42,Test case passed,test_ft_vlan_delete_with_member,switching/test_vlan.py,"V3, V4",
3,gw2,Regression,ft_vlan_trunk_tagged,Pass,Mapped,2024-01-01 02:58:08,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
4,gw2,Regression,ft_show_vlan_brief,Pass,Mapped,2024-01-01 02:58:08,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
5,gw3,Regression,FtOpSoSwLagFn042,Fail,Mapped,2024-01-01 02:58:25,"Portchannel PortChannel7 on V2 with member ['Ethernet16', 'Ethernet20'] verification failed",test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
6,gw3,Regression,FtOpSoSwLagFn041,Fail,Mapped,2024-01-01 02:58:25,"Portchannel PortChannel7 on V2 with member ['Ethernet16', 'Ethernet20'] verification failed",test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
7,gw3,PortChannel Config Enhancements,FtOpSoSwPominFn007,ConfigFail,Mapped,2024-01-01 02:59:04,pre-test configuration failed Invalid error code PortChannel Verification Failed : unknown message identifier 'PortChannel Verification Failed' @5430,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V1, V2",
8,gw2,warmboot,ft_reboot_fdb_fast_reboot,ScriptError,Mapped,2024-01-01 03:03:23,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
9,gw2,warmboot,ft_max_vlan_save_reload,ScriptError,Mapped,2024-01-01 03:03:23,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
10,gw2,warmboot,FtOpSoSysFRFn005,ScriptError,Mapped,2024-01-01 03:03:23,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
11,gw3,Regression,ft_lldp_LocManAddrLen,Fail,Mapped,2024-01-01 03:03:26,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrLen,system/test_lldp.py,"V1, V2",
12,gw3,Regression,ft_lldp_LocManAddrlfld,Fail,Mapped,2024-01-01 03:03:27,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrlfld,system/test_lldp.py,"V1, V2",
13,gw3,Regression,ft_lldp_LocManAddrEntry,Fail,Mapped,2024-01-01 03:03:27,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrEntry,system/test_lldp.py,"V1, V2",
14,gw3,Regression,ft_lldp_ConfigManAddrEntry,Fail,Mapped,2024-01-01 03:03:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_ConfigManAddrEntry,system/test_lldp.py,"V1, V2",
