Module Name,TC Pass Rate,TC Count,TC Pass,Sys Logs,CDT,FCLI,TSSH,DCNT,Prolog Time,Epilog Time,Func Time,Exec Time,Pass Rate,FCNT,Pass,Fail,Dut Fail,TGen Fail,Script Error,Not Supported,Config Fail,Env Fail,Dep Fail,Skipped,Timeout,Topo Fail,Node,TS
,80.92%,131,106,0,5:58:05,13,0,22,0:53:38,0:08:36,2:04:10,3:06:24,79.41%,68,54,10,1,0,1,1,0,1,0,0,0,0,,0
routing/NAT/test_nat.py,0.00%,3,0,0,0:12:48,1,0,1,0:00:47,0:04:54,0:07:07,0:12:48,0.00%,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0
system/test_device_mgmt.py,0.00%,1,0,0,0:02:39,1,0,1,0:01:18,0:00:05,0:01:16,0:02:39,0.00%,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0
sanity/test_sanity_l3.py,0,0,0,0,0:00:00,0,0,0,0:00:00,0:00:00,0:00:00,0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
routing/VRF/test_vrf_scale.py,33.33%,6,2,0,1:59:02,1,0,2,0:26:27,0:00:05,0:32:59,0:59:31,50.00%,4,2,2,0,0,0,0,0,0,0,0,0,0,3,0
system/test_sflow.py,75.00%,4,3,0,0:21:26,1,0,2,0:01:08,0:00:12,0:09:23,0:10:43,66.67%,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0
routing/test_l3_performance.py,75.00%,8,6,0,0:03:53,1,0,1,0:00:29,0:00:17,0:03:07,0:03:53,66.67%,3,2,1,0,0,0,0,0,0,0,0,0,0,7,0
routing/test_ip.py,71.43%,21,15,0,0:20:14,1,0,2,0:02:21,0:00:30,0:07:16,0:10:07,71.43%,7,5,2,0,0,0,0,0,0,0,0,0,0,3,0
routing/VRF/test_vrf.py,88.24%,17,15,0,0:35:50,1,0,2,0:07:39,0:00:05,0:10:11,0:17:55,80.00%,5,4,0,1,0,0,0,0,0,0,0,0,0,2,0
routing/BGP/test_bgp.py,88.46%,52,46,0,1:20:44,1,0,2,0:03:55,0:00:56,0:35:31,0:40:22,85.71%,35,30,4,0,0,0,1,0,0,0,0,0,0,2,0
routing/BGP/test_bgp_4node.py,100.00%,6,6,0,0:32:56,1,0,4,0:01:21,0:00:13,0:06:40,0:08:14,100.00%,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0
routing/BGP/test_bgp_rr_traffic.py,100.00%,1,1,0,0:16:42,1,0,2,0:04:54,0:00:52,0:02:35,0:08:21,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
routing/test_ndp.py,100.00%,3,3,0,0:01:44,1,0,1,0:01:17,0:00:11,0:00:16,0:01:44,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0
routing/test_arp.py,100.00%,1,1,0,0:02:03,1,0,1,0:00:53,0:00:10,0:01:00,0:02:03,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0
qos/test_qos_save_reboot.py,100.00%,8,8,0,0:08:04,1,0,1,0:01:09,0:00:06,0:06:49,0:08:04,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0
