Module Name,TC Pass Rate,TC Count,TC Pass,Sys Logs,CDT,FCLI,TSSH,DCNT,Prolog Time,Epilog Time,Func Time,Exec Time,Pass Rate,FCNT,Pass,Fail,Dut Fail,TGen Fail,Script Error,Not Supported,Config Fail,Env Fail,Dep Fail,Skipped,Timeout,Topo Fail,Node,TS
,58.14%,86,50,0,1:54:48,9,0,14,0:18:20,0:09:41,0:38:53,1:06:54,68.18%,66,45,17,1,0,2,0,0,1,0,0,0,0,,0
system/test_lldp.py,0.00%,16,0,0,0:18:18,1,0,2,0:04:31,0:04:38,0:00:00,0:09:09,0.00%,12,0,12,0,0,0,0,0,0,0,0,0,0,3,0
system/test_interface.py,0.00%,1,0,0,0:09:08,1,0,2,0:03:06,0:00:30,0:00:58,0:04:34,0.00%,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0
security/test_tacacs.py,0.00%,6,0,0,0:01:22,1,0,1,0:00:34,0:00:42,0:00:06,0:01:22,0.00%,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0
system/test_ntp.py,33.33%,3,1,0,0:08:29,1,0,1,0:02:51,0:00:25,0:05:13,0:08:29,50.00%,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0
system/test_ssh.py,66.67%,6,4,0,0:31:36,1,0,2,0:03:06,0:00:55,0:11:47,0:15:48,66.67%,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0
switching/test_vlan.py,57.14%,7,4,0,0:31:42,1,0,2,0:00:41,0:00:27,0:14:43,0:15:51,75.00%,4,3,0,0,0,1,0,0,0,0,0,0,0,3,0
system/test_snmp.py,88.10%,42,37,0,0:07:25,1,0,1,0:01:48,0:00:55,0:04:42,0:07:25,90.00%,40,36,3,0,0,0,0,0,1,0,0,0,0,4,0
switching/test_portchannel.py,100.00%,3,3,0,0:05:04,1,0,2,0:00:49,0:00:35,0:01:08,0:02:32,100.00%,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
system/test_snapshot.py,50.00%,2,1,0,0:01:44,1,0,1,0:00:54,0:00:34,0:00:16,0:01:44,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0
