#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V4,reboot,normal,,,SONiC.master.441696-80f2f6bce,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot
