#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,FtOpSoSwLagFn042,Pass,Mapped,2023-12-27 00:57:17,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
2,Regression,FtOpSoSwLagFn041,Pass,Mapped,2023-12-27 00:57:17,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
3,PortChannel Config Enhancements,FtOpSoSwPominFn007,Pass,Mapped,2023-12-27 00:57:42,Test case passed,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V1, V2",
4,Regression,ft_ssh_service_disable,Pass,Mapped,2023-12-27 01:04:03,Test case passed,test_ft_ssh_service_disable,system/test_ssh.py,"V1, V2",
5,Regression,ft_ssh_add_user_verify,Fail,Mapped,2023-12-27 01:14:32,Test case Failed.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
6,Control Plane ACL,test_ft_controlplane_acl_service_sshv4,Pass,SubTest,2023-12-27 01:14:32,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
7,Control Plane ACL,test_ft_controlplane_acl_service_sshv6,Pass,SubTest,2023-12-27 01:14:32,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
8,Control Plane ACL,test_ft_controlplane_acl_service_snmp,Fail,SubTest,2023-12-27 01:14:32,SNMP output is not found after walk of with control plane ACL service SNMP after reboot OID,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
9,Regression,CETA_SONIC_67575,Pass,Mapped,2023-12-27 01:14:54,Test case passed,test_ft_verify_logs_at_the_time_of_ssh_login_success,system/test_ssh.py,"V1, V2",
10,Regression,FtOpSoSyInIpFn002,DUTFail,Mapped,2023-12-27 01:22:30,Error response from daemon: Container is not running,test_ft_port_fn_verify_shut_noshut,system/test_interface.py,"V1, V2",
