#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,VRF-Lite,FtOpSoRoVrfCli006,DUTFail,Mapped,2024-01-03 01:07:19,config command 'sudo sonic_installer list' failed,test_VrfFun001_06,routing/VRF/test_vrf.py,"V3, V4",
2,VRF-Lite,FtOpSoRoVrfCli001,DUTFail,Mapped,2024-01-03 01:07:19,config command 'sudo sonic_installer list' failed,test_VrfFun001_06,routing/VRF/test_vrf.py,"V3, V4",
3,VRF-Lite,FtOpSoRoVrfFun037,Pass,Mapped,2024-01-03 01:07:47,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
4,VRF-Lite,FtOpSoRoVrfFun027,Pass,Mapped,2024-01-03 01:07:47,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
5,VRF-Lite,FtOpSoRoVrfFun026,Pass,Mapped,2024-01-03 01:07:47,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
6,VRF-Lite,FtOpSoRoVrfFun014,Pass,Mapped,2024-01-03 01:09:38,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
7,VRF-Lite,FtOpSoRoVrfFun012,Pass,Mapped,2024-01-03 01:09:38,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
8,VRF-Lite,FtOpSoRoVrfFun010,Pass,Mapped,2024-01-03 01:09:38,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
9,VRF-Lite,FtOpSoRoVrfFun045,Pass,Mapped,2024-01-03 01:10:21,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
10,VRF-Lite,FtOpSoRoVrfFun044,Pass,Mapped,2024-01-03 01:10:21,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
11,VRF-Lite,FtOpSoRoVrfFun033,Pass,Mapped,2024-01-03 01:10:21,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
12,VRF-Lite,FtOpSoRoVrfFun032,Pass,Mapped,2024-01-03 01:10:21,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
13,VRF-Lite,FtOpSoRoVrfFun025,Pass,Mapped,2024-01-03 01:10:21,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
14,VRF-Lite,FtOpSoRoVrfFun024,Pass,Mapped,2024-01-03 01:10:21,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
15,VRF-Lite,FtOpSoRoVrfFun020,Pass,Mapped,2024-01-03 01:10:21,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
16,VRF-Lite,FtOpSoRoVrfFun050,Pass,Mapped,2024-01-03 01:17:18,Test case passed,test_VrfFun_05_50,routing/VRF/test_vrf.py,"V3, V4",
17,VRF-Lite,FtOpSoRoVrfCli005,Pass,Mapped,2024-01-03 01:17:18,Test case passed,test_VrfFun_05_50,routing/VRF/test_vrf.py,"V3, V4",
18,Regression,FtOtSoRtBgpPlFn006,Pass,Mapped,2024-01-03 01:23:18,Test case passed,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V3, V4",
19,In-Memory Debug Log,FtOpSoSysImLogFn018,Fail,SubTest,2024-01-03 01:23:18,Test case Failed.,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V3, V4",
20,Regression,ft_bgp_v6peer_vtysh_clear,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
21,Regression,ft_bgp_v6peer_sonic_clear,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
22,Regression,ft_bgp_v6peer_auth_simple,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
23,Regression,ft_bgp_v4peer_vtysh_clear,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
24,Regression,ft_bgp_v4peer_sonic_clear,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
25,Regression,ft_bgp_v4peer_auth_simple,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
26,Regression,ft_bgp_v4peer_asn4,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
27,Regression,ft_bgp_sonic_show_summary_neigh,Pass,Mapped,2024-01-03 01:23:34,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
28,Regression,ft_ipv4_bgp_ibgp_ebgp_traffic,Pass,Mapped,2024-01-03 01:27:04,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
29,Regression,ft_bgp_update_delay_timer,Pass,Mapped,2024-01-03 01:27:04,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
30,Regression,FtOtSoRtBgp4Fn049,Pass,Mapped,2024-01-03 01:27:04,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
31,Regression,FtOtSoRtBgp4Fn025,Pass,Mapped,2024-01-03 01:27:04,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
32,Regression,FtOtSoRtBgp4Fn063,Pass,Mapped,2024-01-03 01:27:16,Test case passed,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,routing/BGP/test_bgp.py,"V3, V4",
33,Regression,FtOtSoRtBgp4Fn001,Fail,Mapped,2024-01-03 01:28:57,Test case Failed.,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,routing/BGP/test_bgp.py,"V3, V4",
34,Regression,FtOtSoRtBgp4Fn002,Pass,Mapped,2024-01-03 01:30:42,Test case passed,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,routing/BGP/test_bgp.py,"V3, V4",
35,Regression,FtOtSoRtBgp4Fn061,Fail,Mapped,2024-01-03 01:31:23,Test case Failed Neighbour is failed to Establish between Leaf - TG,TestBGPRif.test_bgp_route_aggregation_4byteASN,routing/BGP/test_bgp.py,"V3, V4",
36,Regression,FtOtSoRtBgpPlFn001,Pass,Mapped,2024-01-03 01:32:24,Test case passed,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,routing/BGP/test_bgp.py,"V3, V4",
37,Regression,FtOtSoRtBgp4Fn060,Pass,Mapped,2024-01-03 01:32:56,Test case passed,TestBGPRif.test_ft_bgp_v4_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
38,Regression,FtOtSoRtBgpPlFn004,Pass,Mapped,2024-01-03 01:33:27,Test case passed,TestBGPRif.test_ft_bgp_v6_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
39,Regression,FtOtSoRtBgp4Fn019,Fail,Mapped,2024-01-03 01:38:10,Test case Failed Failed to form BGP peering using max dynamic ipv4 neighbors,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
40,Regression,FtOtSoRtBgp4Fn078,Pass,Mapped,2024-01-03 01:38:30,Test case passed,TestBGPRif.test_ft_bgp_rmap,routing/BGP/test_bgp.py,"V3, V4",
