#,Node,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,gw5,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,,0:00:29,0:00:00.000,0:00:15.288,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,gw5,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,Fail,0:02:01,0:00:00.000,0:00:05.580,0:00:00.000,0:00:00,0:00:00,0,0,Route table is not updated after advertising of routes on TG
3,gw5,routing/test_l3_performance.py,test_cli_validation_ip_address,Pass,0:01:13,0:00:09.822,0:00:38.646,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
4,gw5,routing/test_l3_performance.py,test_cli_validation_bgp_router_config,Pass,0:00:23,0:00:00.000,0:00:06.673,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
5,gw5,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,,0:01:10,0:00:18.238,0:00:30.123,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
6,gw5,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,Pass,0:06:49,0:00:00.000,0:00:28.667,0:00:00.000,0:05:30,0:00:00,0,0,Test case passed
7,gw7,routing/NAT/test_nat.py,test_ft_nat_docker_restart,,0:00:47,0:00:00.000,0:00:17.975,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
8,gw7,routing/NAT/test_nat.py,test_ft_nat_docker_restart,EnvFail,0:07:08,0:00:00.000,0:00:13.316,0:00:00.000,0:00:20,0:00:00,0,0,Console hang observed. Exiting.
9,gw6,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,,0:01:18,0:00:00.000,0:00:07.538,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
10,gw6,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,Pass,0:00:16,0:00:00.000,0:00:07.643,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
11,gw6,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,,0:01:19,0:01:03.895,0:00:07.940,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
12,gw6,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,Fail,0:12:10,0:00:00.000,0:01:04.661,0:00:00.000,0:00:25,0:00:00,1,0,Command 'sudo -s ip addr del 172.18.0.5/255.255.0.0 dev eth0' failed to give prompt  recovered using CTRL+C
13,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:26:44,0:49:20.124,0:01:11.341,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
