#,Module,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,routing/test_l3_performance.py,1,NE,NE,NE,NE,NE,NE
2,qos/test_qos_save_reboot.py,1,NE,NE,NE,NE,NE,NE
3,routing/test_ndp.py,1,NE,NE,NE,NE,NE,NE
