#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,switching/test_portchannel.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,3,0,0.00%,0:03:51
2,system/test_lldp.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,16,0,0.00%,0:04:31
3,system/test_ssh.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,6,4,66.67%,0:11:10
