#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V3,reboot,normal,,,SONiC.master.449712-5d511d448,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot
2,V3,reboot,fast,,,SONiC.master.449712-5d511d448,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot
