#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,routing/VRF/test_vrf.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,17,15,88.24%,0:18:14
2,routing/BGP/test_bgp.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,52,46,88.46%,0:37:40
3,routing/test_ip.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,21,15,71.43%,0:11:05
4,routing/BGP/test_bgp_rr_traffic.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,1,1,100.00%,0:06:47
5,sanity/test_sanity_l3.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,1,0,0.00%,0:02:04
