Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,50.00%,10,5,5,0,50.00%,1:12:36,0,0.00%,0.00%,0.00%,0.00%,2:25:12
L3 Scale and Performance,0.00%,2,0,2,0,0.00%,0:35:04,0,0.00%,0.00%,0.00%,0.00%,1:10:08
VRF-Lite,50.00%,4,2,2,0,50.00%,0:25:29,0,0.00%,0.00%,0.00%,0.00%,0:50:58
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:12:03,0,0.00%,0.00%,0.00%,0.00%,0:24:06
