#,Node,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,gw5,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,,0:00:49,0:00:00.000,0:00:16.438,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,gw5,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,ConfigFail,0:03:20,0:00:00.000,0:00:18.929,0:00:00.000,0:00:00,0:00:00,0,0,pre-test configuration failed Failed to Establish BGP IPv4 peer 10.10.10.2 @5430
3,gw5,routing/test_l3_performance.py,test_cli_validation_ip_address,Pass,0:01:12,0:00:09.824,0:00:36.717,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
4,gw5,routing/test_l3_performance.py,test_cli_validation_bgp_router_config,Pass,0:00:23,0:00:00.000,0:00:06.731,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
5,gw5,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,,0:04:06,0:01:05.096,0:00:38.649,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
6,gw5,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,Pass,0:03:19,0:00:00.000,0:01:14.399,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
7,gw6,routing/NAT/test_nat.py,test_ft_nat_docker_restart,,0:01:08,0:00:00.000,0:00:22.213,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
8,gw6,routing/NAT/test_nat.py,test_ft_nat_docker_restart,Pass,0:00:52,0:00:00.000,0:00:15.009,0:00:00.000,0:00:20,0:00:00,0,0,Test case passed
9,gw6,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,,0:02:02,0:00:17.046,0:00:12.339,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
10,gw6,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,Pass,0:00:17,0:00:00.000,0:00:07.874,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
11,gw6,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,,0:01:16,0:00:18.245,0:00:12.380,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
12,gw6,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,Pass,0:01:00,0:00:00.000,0:00:01.890,0:00:00.000,0:00:15,0:00:10,0,0,Test case passed
13,gw6,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,,0:00:54,0:00:17.039,0:00:09.416,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
14,gw6,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,Pass,0:00:23,0:00:00.000,0:00:07.176,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
15,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:21:32,0:37:50.174,0:01:14.450,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
16,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:06:29,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
17,gw2,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,0:00:00.000,0:00:49.624,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
18,gw2,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Fail,0:12:45,0:00:00.000,0:13:39.804,0:00:00.000,0:00:10,0:00:00,0,0,Test case Failed.
19,gw2,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:09:55,0:00:00.000,0:02:43.376,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
20,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_route_distribution,,0:01:40,0:00:00.000,0:01:11.401,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
21,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_route_distribution,Pass,0:00:22,0:00:00.000,0:00:09.790,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
22,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_with_rr,Pass,0:00:47,0:00:00.000,0:00:19.111,0:00:00.000,0:00:10,0:00:00,0,0,Test case passed
23,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_confed_route_distribution_with_rmap,Pass,0:00:39,0:00:00.000,0:00:16.641,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
24,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,Pass,0:00:37,0:00:00.000,0:00:36.604,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
25,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:19,0:00:00.000,0:00:56.024,0:00:00.000,0:03:00,0:00:00,0,0,Test case passed
26,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,,0:08:08,0:00:00.000,0:02:42.323,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
27,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,Fail,0:00:40,0:00:00.000,0:00:26.302,0:00:00.000,0:00:00,0:00:00,0,0,STEP 12 FAIL: IPv4 BGP session on VRF-102 did not come up
28,gw3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,0:00:00.000,0:00:10.897,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
29,gw3,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Fail,0:02:27,0:00:00.000,0:02:12.275,0:00:00.000,0:00:00,0:00:00,0,0,Static route between VRFs failed for VRf-101  VRF-102 and VRF-103. STEP 3 FAIL: IPv4 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 4 FAIL: IPv6 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 5 FAIL: IPv4 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration. STEP 6 FAIL: IPv6 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration
30,gw3,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Fail,0:01:01,0:00:00.000,0:00:58.211,0:00:00.000,0:00:00,0:00:00,0,0,Static route between VRFs failed for VRf-101  VRF-102 and VRF-103. STEP 1 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 2 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 3 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 4 FAIL: IPv6 BGP session on VRF-103 did not come up
31,gw3,routing/VRF/test_vrf.py,test_VrfFun_05_50,Fail,0:06:57,0:00:00.000,0:01:35.579,0:00:00.000,0:04:16,0:00:00,0,0,Save and reload with VRF configuration failed. STEP 1 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 2 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 3 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 4 FAIL: IPv6 BGP session on VRF-103 did not come up. STEP 5 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 6 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 7 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 8 FAIL: IPv6 BGP session on VRF-103 did not come up
