#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,security/test_tacacs.py,V3,UNKNOWN,VS,scapy,6,0,0.00%,0:01:17
2,system/test_snmp.py,V3,UNKNOWN,VS,scapy,42,37,88.10%,0:07:28
