#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V3,reboot,normal,,,SONiC.master.441696-80f2f6bce,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot
2,V3,reboot,fast,,,SONiC.master.441696-80f2f6bce,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot
