#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:47,2024-01-05 22:45:48,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Pass,0:00:22,2024-01-05 22:46:04,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Pass,0:00:48,2024-01-05 22:46:51,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:41,2024-01-05 22:47:31,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,Pass,0:00:37,2024-01-05 22:48:15,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:19,2024-01-05 22:52:33,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:34,2024-01-05 22:53:07,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw2,routing/BGP/test_bgp.py,,,0:03:50,2024-01-05 23:03:01,0,1,0,2,Module Prolog,"V3, V4",,
9,gw3,routing/VRF/test_vrf.py,,,0:08:13,2024-01-05 23:07:23,0,1,0,2,Module Prolog,"V1, V2",,
10,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Fail,0:04:44,2024-01-05 23:07:40,0,1,0,2,The operation is failed.,"V3, V4",,Verify that BGP peer session is established with v6 link local address
