#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,routing/VRF/test_vrf.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,17,17,100.00%,0:15:46
2,routing/VRF/test_vrf_scale.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,6,6,100.00%,0:51:00
3,sanity/test_sanity_l3.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,1,0,0.00%,0:04:46
