#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V1,reboot,fast,,,SONiC.master.449093-cdd164bd1,routing/VRF/test_vrf.py,test_VrfFun_05_50
2,V1,reboot,fast,,,SONiC.master.449093-cdd164bd1,routing/VRF/test_vrf_scale.py,test_vrf_reload
