#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Instrumentation,ft_sf_wm_telemetry_interval,Pass,Mapped,2023-12-31 03:30:54,verification of configured telemetry interval and reset to default interval is successful,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V4,
2,Instrumentation Enhancements,ft_sf_snapshot_tam_Error_Logs,Fail,SubTest,2023-12-31 03:30:54,Error logs are getting generated on the device,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V4,
3,Regression,ft_tacacsauth_enable_pamfile_created,Fail,Mapped,2023-12-31 03:34:29,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V4,
4,Regression,ft_tacacs_ssh_login,Fail,Mapped,2023-12-31 03:34:29,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V4,
5,Regression,ft_tacacs_single_server_for_auth,Fail,Mapped,2023-12-31 03:34:29,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V4,
6,Regression,ft_tacacs_default_login,Fail,Mapped,2023-12-31 03:34:29,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V4,
7,Regression,executing_server_key_in_appropriate_mode,Fail,Mapped,2023-12-31 03:34:29,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V4,
8,Regression,auth_shared_keys ,Fail,Mapped,2023-12-31 03:34:29,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V4,
9,Regression,ft_snmp_sysName,Fail,Mapped,2023-12-31 03:39:25,sysname output is not in sync between system and snmp,test_ft_snmp_sysName,system/test_snmp.py,V4,
10,Regression,ft_snmp_test_syUpTime,Pass,Mapped,2023-12-31 03:39:31,Test case passed,test_ft_snmp_test_syUpTime,system/test_snmp.py,V4,
11,Regression,ft_snmp_sysDescr,Pass,Mapped,2023-12-31 03:39:38,Test case passed,test_ft_snmp_sysDescr,system/test_snmp.py,V4,
12,Regression,FtOpSoSySnFn008,Pass,Mapped,2023-12-31 03:39:49,Test case passed,test_ft_snmp_mib_2,system/test_snmp.py,V4,
13,Regression,FtOpSoSySnFn009,Pass,Mapped,2023-12-31 03:39:53,Test case passed,test_ft_snmp_if_mib_all,system/test_snmp.py,V4,
14,Regression,FtOpSoSySnFn010,Pass,Mapped,2023-12-31 03:39:58,Test case passed,test_ft_snmp_entity_mib_all,system/test_snmp.py,V4,
15,Regression,FtOpSoSySnFn013,Pass,Mapped,2023-12-31 03:40:03,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V4,
16,Regression,FtOpSoSySnFn012,Pass,Mapped,2023-12-31 03:40:03,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V4,
17,Regression,FtOpSoSySnFn015,Pass,Mapped,2023-12-31 03:40:19,Test case passed,test_ft_snmp_root_node_walk,system/test_snmp.py,V4,
18,Regression,FtOpSoSySnFn016,Pass,Mapped,2023-12-31 03:40:30,Test case passed,test_ft_snmp_ipAddressRowStatus_ipv6,system/test_snmp.py,V4,
19,Regression,FtOpSoSySnFn017,Pass,Mapped,2023-12-31 03:40:34,Test case passed,test_ft_snmp_ipAddressStorageType_ipv6,system/test_snmp.py,V4,
20,Regression,FtOpSoSySnFn020,Pass,Mapped,2023-12-31 03:40:39,Test case passed,test_ft_snmp_ipv6_If_Forward_default_HopLimit,system/test_snmp.py,V4,
21,Regression,FtOpSoSySnFn021,Pass,Mapped,2023-12-31 03:40:43,Test case passed,test_ft_snmp_ipv6scope_index_table,system/test_snmp.py,V4,
22,Regression,test_snmp_ip_forward_table,Pass,Mapped,2023-12-31 03:40:50,Test case passed,test_ft_snmp_ip_forward_table,system/test_snmp.py,V4,
23,SNMP Agent Optimization,ft_snmp_ifXTable,Pass,Mapped,2023-12-31 03:40:56,Test case passed,test_ft_snmp_ifx_table,system/test_snmp.py,V4,
24,SNMP Agent Optimization,ft_snmp_ip_System_Stats_Table,Pass,Mapped,2023-12-31 03:41:00,Test case passed,test_ft_snmp_ip_System_Stats_Table,system/test_snmp.py,V4,
25,SNMP Agent Optimization,ft_snmp_ip_IfStats_Table,Pass,Mapped,2023-12-31 03:41:05,Test case passed,test_ft_snmp_ip_IfStats_Table,system/test_snmp.py,V4,
26,SNMP Agent Optimization,ft_snmp_ip_Address_Table,Pass,Mapped,2023-12-31 03:41:10,Test case passed,test_ft_snmp_ip_Address_Table,system/test_snmp.py,V4,
27,SNMP Agent Optimization,ft_snmp_ip_NetToPhysical_Table,Pass,Mapped,2023-12-31 03:41:14,Test case passed,test_ft_snmp_ip_NetToPhysical_Table,system/test_snmp.py,V4,
28,SNMP Agent Optimization,ft_snmp_icmp_Msgs,Pass,Mapped,2023-12-31 03:41:18,Test case passed,test_ft_snmp_icmp_Msgs,system/test_snmp.py,V4,
29,SNMP Agent Optimization,ft_snmp_tcp_mib,Pass,Mapped,2023-12-31 03:41:40,Test case passed,test_ft_snmp_tcp_mib,system/test_snmp.py,V4,
30,SNMP Agent Optimization,ft_snmp_udp_mib,Pass,Mapped,2023-12-31 03:41:44,Test case passed,test_ft_snmp_udp_mib,system/test_snmp.py,V4,
31,SNMP Agent Optimization,ft_snmp_snmpv2_mib,Pass,Mapped,2023-12-31 03:41:49,Test case passed,test_ft_snmp_snmpv2_mib,system/test_snmp.py,V4,
32,SNMP Agent Optimization,ft_snmp_host_resource_mib,Pass,Mapped,2023-12-31 03:41:53,Test case passed,test_ft_snmp_host_resource_mib,system/test_snmp.py,V4,
33,SNMP Agent Optimization,ft_snmp_framework_mib,Pass,Mapped,2023-12-31 03:41:58,Test case passed,test_ft_snmp_framework_mib,system/test_snmp.py,V4,
34,SNMP Agent Optimization,ft_snmp_mpd_mib,Pass,Mapped,2023-12-31 03:42:02,Test case passed,test_ft_snmp_mpd_mib,system/test_snmp.py,V4,
35,SNMP Agent Optimization,ft_snmp_target_mib,Pass,Mapped,2023-12-31 03:42:07,Test case passed,test_ft_snmp_target_mib,system/test_snmp.py,V4,
36,SNMP Agent Optimization,ft_snmp_notification_mib,Pass,Mapped,2023-12-31 03:42:12,Test case passed,test_ft_snmp_notification_mib,system/test_snmp.py,V4,
37,SNMP Agent Optimization,ft_snmp_user_based_sm_mib,Pass,Mapped,2023-12-31 03:42:16,Test case passed,test_ft_snmp_user_based_sm_mib,system/test_snmp.py,V4,
38,SNMP Agent Optimization,ft_snmp_view_based_acm_mib,Pass,Mapped,2023-12-31 03:42:21,Test case passed,test_ft_snmp_view_based_acm_mib,system/test_snmp.py,V4,
39,SNMP Agent Optimization,ft_snmp_ent_physical_table,Pass,Mapped,2023-12-31 03:42:25,Test case passed,test_ft_snmp_ent_physical_table,system/test_snmp.py,V4,
40,SNMP Agent Optimization,ft_snmp_dot3_stats_table,Pass,Mapped,2023-12-31 03:42:30,Test case passed,test_ft_snmp_dot3_stats_table,system/test_snmp.py,V4,
41,SNMP Agent Optimization,ft_net_snmp_agent_mib,Pass,Mapped,2023-12-31 03:42:35,Test case passed,test_ft_net_snmp_agent_mib,system/test_snmp.py,V4,
42,SNMP Agent Optimization,ft_net_snmp_vacm_mib,Pass,Mapped,2023-12-31 03:42:39,Test case passed,test_ft_net_snmp_vacm_mib,system/test_snmp.py,V4,
43,SNMP Agent Optimization,ft_snmp_ucd_diskio_mib,Pass,Mapped,2023-12-31 03:42:44,Test case passed,test_ft_snmp_ucd_diskio_mib,system/test_snmp.py,V4,
44,SNMP Agent Optimization,ft_snmp_ucd_la_table,Pass,Mapped,2023-12-31 03:42:48,Test case passed,test_ft_snmp_ucd_la_table,system/test_snmp.py,V4,
45,SNMP Agent Optimization,ft_snmp_ucd_system_stats,Pass,Mapped,2023-12-31 03:42:53,Test case passed,test_ft_snmp_ucd_system_stats,system/test_snmp.py,V4,
46,SNMP MIB and Traps,SNMPQBr003,Fail,Mapped,2023-12-31 03:42:59,SNMP output is not found after walk of dot1qTpFdbPort OID,test_ft_snmp_dot1q_tp_fdb_port,system/test_snmp.py,V4,
47,SNMP MIB and Traps,SNMPQBr002,Pass,Mapped,2023-12-31 03:43:04,Test case passed,test_ft_snmp_dot1q_tp_fdb_address,system/test_snmp.py,V4,
48,In-Memory Debug Log,FtOpSoSysImLogFn012,EnvFail,Mapped,2023-12-31 03:43:22,Test case Failed Couldn't get the snmptrapd process details from snmp trap server. Please check the snmp trap server process in the server.,test_ft_snmp_coldstart_trap,system/test_snmp.py,V4,
49,SNMP MIB and Traps,SNMPTrap004,EnvFail,Mapped,2023-12-31 03:43:22,Test case Failed Couldn't get the snmptrapd process details from snmp trap server. Please check the snmp trap server process in the server.,test_ft_snmp_coldstart_trap,system/test_snmp.py,V4,
50,Regression,FtOpSoSySnFn023,Fail,Mapped,2023-12-31 03:43:38,SNMP service is not up,test_ft_snmp_docker_restart,system/test_snmp.py,V4,
