#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,FtOtSoRtBgpPlFn006,Fail,Mapped,2023-12-25 23:07:04,The operation is failed.,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V3, V4",
2,In-Memory Debug Log,FtOpSoSysImLogFn018,Fail,SubTest,2023-12-25 23:07:04,Test case Failed.,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V3, V4",
3,Regression,ft_bgp_v6peer_vtysh_clear,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
4,Regression,ft_bgp_v6peer_sonic_clear,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
5,Regression,ft_bgp_v6peer_auth_simple,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
6,Regression,ft_bgp_v4peer_vtysh_clear,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
7,Regression,ft_bgp_v4peer_sonic_clear,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
8,Regression,ft_bgp_v4peer_auth_simple,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
9,Regression,ft_bgp_v4peer_asn4,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
10,Regression,ft_bgp_sonic_show_summary_neigh,Pass,Mapped,2023-12-25 23:07:18,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V3, V4",
11,Regression,ft_ipv4_bgp_ibgp_ebgp_traffic,Pass,Mapped,2023-12-25 23:10:50,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
12,Regression,ft_bgp_update_delay_timer,Pass,Mapped,2023-12-25 23:10:50,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
13,Regression,FtOtSoRtBgp4Fn049,Pass,Mapped,2023-12-25 23:10:50,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
14,Regression,FtOtSoRtBgp4Fn025,Pass,Mapped,2023-12-25 23:10:50,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V3, V4",
15,Regression,FtOtSoRtBgp4Fn063,Pass,Mapped,2023-12-25 23:11:02,Test case passed,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,routing/BGP/test_bgp.py,"V3, V4",
16,Regression,FtOtSoRtBgp4Fn001,Pass,Mapped,2023-12-25 23:12:45,Test case passed,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,routing/BGP/test_bgp.py,"V3, V4",
17,Regression,FtOtSoRtBgp4Fn002,Fail,Mapped,2023-12-25 23:14:26,Test case Failed.,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,routing/BGP/test_bgp.py,"V3, V4",
18,Regression,FtOtSoRtBgp4Fn061,Pass,Mapped,2023-12-25 23:15:46,Test case passed,TestBGPRif.test_bgp_route_aggregation_4byteASN,routing/BGP/test_bgp.py,"V3, V4",
19,Regression,FtOtSoRtBgpPlFn001,Pass,Mapped,2023-12-25 23:16:48,Test case passed,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,routing/BGP/test_bgp.py,"V3, V4",
20,Regression,FtOtSoRtBgp4Fn060,Pass,Mapped,2023-12-25 23:17:21,Test case passed,TestBGPRif.test_ft_bgp_v4_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
21,Regression,FtOtSoRtBgpPlFn004,Pass,Mapped,2023-12-25 23:17:52,Test case passed,TestBGPRif.test_ft_bgp_v6_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
22,Regression,FtOtSoRtBgp4Fn019,Pass,Mapped,2023-12-25 23:20:10,Test case passed,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,routing/BGP/test_bgp.py,"V3, V4",
23,Regression,FtOtSoRtBgp4Fn078,Pass,Mapped,2023-12-25 23:20:29,Test case passed,TestBGPRif.test_ft_bgp_rmap,routing/BGP/test_bgp.py,"V3, V4",
24,Regression,FtOtSoRtBgp4Fn034,Pass,Mapped,2023-12-25 23:22:26,The operation is successful,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4,routing/BGP/test_bgp.py,"V3, V4",
25,Regression,FtOtSoRtBgp4Fn033,Pass,Mapped,2023-12-25 23:22:47,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv4,routing/BGP/test_bgp.py,"V3, V4",
26,Regression,FtOtSoRtBgp4Fn018,Pass,Mapped,2023-12-25 23:23:02,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
27,Regression,FtOtSoRtBgp4Fn077,Pass,Mapped,2023-12-25 23:23:17,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
28,Regression,FtOtSoRtBgp4Fn039,Pass,Mapped,2023-12-25 23:23:17,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
29,Regression,ft_bgp_outbound_routefilter,Pass,Mapped,2023-12-25 23:23:44,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,routing/BGP/test_bgp.py,"V3, V4",
30,Regression,FtOtSoRtBgp4Fn036,Pass,Mapped,2023-12-25 23:23:44,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,routing/BGP/test_bgp.py,"V3, V4",
31,Regression,FtOtSoRtBgp4Fn032,Pass,Mapped,2023-12-25 23:23:59,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv4,routing/BGP/test_bgp.py,"V3, V4",
32,Regression,FtOtSoRtBgp4Fn027,Unsupported,Mapped,2023-12-25 23:24:11,UI 'klish' unsupported router bgp 65001,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv4,routing/BGP/test_bgp.py,"V3, V4",
33,Regression,ft_bgp_v6peer_route_redist_static_conn,Pass,Mapped,2023-12-25 23:24:30,The operation is successful,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv6,routing/BGP/test_bgp.py,"V3, V4",
34,Regression,bgp_redis_st_ipv6,Pass,Mapped,2023-12-25 23:24:50,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv6,routing/BGP/test_bgp.py,"V3, V4",
35,Regression,ft_bgp_v6_as_path_acl,Pass,Mapped,2023-12-25 23:25:05,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
36,Regression,FtOtSoRtBgpPlFn014,Pass,Mapped,2023-12-25 23:25:05,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
37,Regression,FtOtSoRtBgpPlFn012,Pass,Mapped,2023-12-25 23:25:05,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
38,Regression,FtOtSoRtBgpPlFn007,Pass,Mapped,2023-12-25 23:25:20,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
39,Regression,FtOtSoRtBgpPlFn016,Pass,Mapped,2023-12-25 23:25:36,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv6,routing/BGP/test_bgp.py,"V3, V4",
40,Regression,FtOtSoRtBgpPlFn018,Pass,Mapped,2023-12-25 23:25:51,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_out_ipv6,routing/BGP/test_bgp.py,"V3, V4",
41,Regression,bgp_default_ipv6,Pass,Mapped,2023-12-25 23:26:07,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv6,routing/BGP/test_bgp.py,"V3, V4",
42,Regression,FtOtSoRtBgpPlFn038,Fail,Mapped,2023-12-25 23:26:28,Entry not found,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv6,routing/BGP/test_bgp.py,"V3, V4",
43,Regression,FtOtSoRtBgp4Fn016,Pass,Mapped,2023-12-25 23:26:52,The operation is successful,TestBGPIPvxRouteAdvertisementFilter.test_bgp_route_map_with_community,routing/BGP/test_bgp.py,"V3, V4",
44,Regression,FtOtSoRtBgp4Fn014,Pass,Mapped,2023-12-25 23:27:25,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_update_source,routing/BGP/test_bgp.py,"V3, V4",
45,Regression,FtOtSoRtBgp4Fn015,Pass,Mapped,2023-12-25 23:29:17,Test case passed,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_authentication,routing/BGP/test_bgp.py,"V3, V4",
