Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,90.41%,73,66,7,1,91.67%,1:09:42,0,0.00%,0.00%,0.00%,1.37%,2:19:24
In-Memory Debug Log,0.00%,1,0,1,0,0.00%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:10:42,0,0.00%,0.00%,0.00%,0.00%,0:21:24
VRF-Lite,88.24%,17,15,2,0,88.24%,0:18:21,0,0.00%,0.00%,0.00%,0.00%,0:36:42
Regression,94.12%,51,48,3,1,96.00%,0:40:39,0,0.00%,0.00%,0.00%,1.96%,1:21:18
