#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,routing/BGP/test_bgp.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,52,48,92.31%,0:40:39
2,routing/VRF/test_vrf.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,17,15,88.24%,0:18:21
3,system/test_sflow.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,4,3,75.00%,0:10:42
