#,Node,Module,Function,DUT,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,gw4,routing/NAT/test_nat.py,test_ft_nat_docker_restart,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,gw6,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
3,gw6,routing/test_l3_performance.py,test_cli_validation_ip_address,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
4,gw6,routing/test_l3_performance.py,test_cli_validation_bgp_router_config,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
5,gw6,routing/test_l3_performance.py,--Module--,V3,NE,NE,NE,NE,NE,NE
6,gw6,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7,gw6,routing/test_arp.py,--Module--,V3,NE,NE,NE,NE,NE,NE
8,gw6,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
9,gw6,qos/test_qos_save_reboot.py,--Module--,V3,NE,NE,NE,NE,NE,NE
10,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_link_local_bgp,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
11,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_link_local_bgp,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
12,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_clear,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
13,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_clear,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
14,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_peer_traffic_check,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
15,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_peer_traffic_check,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
16,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_graceful_restart_and_aware_routers,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
17,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_graceful_restart_and_aware_routers,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
18,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
19,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
20,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
21,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
22,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_bgp_route_aggregation_4byteASN,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
23,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_bgp_route_aggregation_4byteASN,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
24,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv6_route_aggregation_with_as_set,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
25,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv6_route_aggregation_with_as_set,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
26,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_dyn_nbr,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
27,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_dyn_nbr,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
28,gw2,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_dyn_nbr,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
