#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Instrumentation,ft_sf_wm_telemetry_interval,Pass,Mapped,2024-01-03 04:14:17,verification of configured telemetry interval and reset to default interval is successful,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V4,
2,Instrumentation Enhancements,ft_sf_snapshot_tam_Error_Logs,Pass,SubTest,2024-01-03 04:14:17,Error logs are getting generated on the device,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V4,
3,Regression,ft_snmp_sysName,Pass,Mapped,2024-01-03 04:17:47,Test case passed,test_ft_snmp_sysName,system/test_snmp.py,V4,
4,Regression,ft_snmp_test_syUpTime,Pass,Mapped,2024-01-03 04:17:52,Test case passed,test_ft_snmp_test_syUpTime,system/test_snmp.py,V4,
5,Regression,ft_snmp_sysDescr,Pass,Mapped,2024-01-03 04:18:00,Test case passed,test_ft_snmp_sysDescr,system/test_snmp.py,V4,
6,Regression,FtOpSoSySnFn008,Pass,Mapped,2024-01-03 04:18:09,Test case passed,test_ft_snmp_mib_2,system/test_snmp.py,V4,
7,Regression,FtOpSoSySnFn009,Pass,Mapped,2024-01-03 04:18:13,Test case passed,test_ft_snmp_if_mib_all,system/test_snmp.py,V4,
8,Regression,FtOpSoSySnFn010,Pass,Mapped,2024-01-03 04:18:17,Test case passed,test_ft_snmp_entity_mib_all,system/test_snmp.py,V4,
9,Regression,FtOpSoSySnFn013,Pass,Mapped,2024-01-03 04:18:22,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V4,
10,Regression,FtOpSoSySnFn012,Pass,Mapped,2024-01-03 04:18:22,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V4,
11,Regression,FtOpSoSySnFn015,Pass,Mapped,2024-01-03 04:18:36,Test case passed,test_ft_snmp_root_node_walk,system/test_snmp.py,V4,
12,Regression,FtOpSoSySnFn016,Pass,Mapped,2024-01-03 04:18:45,Test case passed,test_ft_snmp_ipAddressRowStatus_ipv6,system/test_snmp.py,V4,
13,Regression,FtOpSoSySnFn017,Pass,Mapped,2024-01-03 04:18:50,Test case passed,test_ft_snmp_ipAddressStorageType_ipv6,system/test_snmp.py,V4,
14,Regression,FtOpSoSySnFn020,Pass,Mapped,2024-01-03 04:18:54,Test case passed,test_ft_snmp_ipv6_If_Forward_default_HopLimit,system/test_snmp.py,V4,
15,Regression,FtOpSoSySnFn021,Pass,Mapped,2024-01-03 04:18:59,Test case passed,test_ft_snmp_ipv6scope_index_table,system/test_snmp.py,V4,
16,Regression,test_snmp_ip_forward_table,Pass,Mapped,2024-01-03 04:19:05,Test case passed,test_ft_snmp_ip_forward_table,system/test_snmp.py,V4,
