#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V1,reboot,fast,,,SONiC.master.441696-80f2f6bce,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_bgp_ebgp4_nbr_authentication
2,V1,reboot,fast,,,SONiC.master.441696-80f2f6bce,routing/VRF/test_vrf.py,test_VrfFun_05_50
3,V2,reboot,normal,,,SONiC.master.441696-80f2f6bce,system/test_sflow.py,test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow
