Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,77.03%,74,57,17,1,78.08%,1:12:57,0,0.00%,0.00%,0.00%,1.35%,2:25:54
In-Memory Debug Log,0.00%,1,0,1,0,0.00%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
Sanity,0.00%,1,0,1,0,0.00%,0:04:41,0,0.00%,0.00%,0.00%,0.00%,0:09:22
Regression,72.55%,51,37,14,1,74.00%,0:37:41,0,0.00%,0.00%,0.00%,1.96%,1:15:22
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:12:45,0,0.00%,0.00%,0.00%,0.00%,0:25:30
VRF-Lite,100.00%,17,17,0,0,100.00%,0:17:50,0,0.00%,0.00%,0.00%,0.00%,0:35:40
