#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,ft_tacacsauth_enable_pamfile_created,Fail,Mapped,2023-12-26 01:27:57,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
2,Regression,ft_tacacs_ssh_login,Fail,Mapped,2023-12-26 01:27:57,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
3,Regression,ft_tacacs_single_server_for_auth,Fail,Mapped,2023-12-26 01:27:57,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
4,Regression,ft_tacacs_default_login,Fail,Mapped,2023-12-26 01:27:57,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
5,Regression,executing_server_key_in_appropriate_mode,Fail,Mapped,2023-12-26 01:27:57,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
6,Regression,auth_shared_keys ,Fail,Mapped,2023-12-26 01:27:57,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
7,Regression,ft_snmp_sysName,Fail,Mapped,2023-12-26 01:35:16,sysname output is not in sync between system and snmp,test_ft_snmp_sysName,system/test_snmp.py,V1,
8,Regression,ft_snmp_test_syUpTime,Pass,Mapped,2023-12-26 01:35:22,Test case passed,test_ft_snmp_test_syUpTime,system/test_snmp.py,V1,
9,Regression,ft_snmp_sysDescr,Pass,Mapped,2023-12-26 01:35:30,Test case passed,test_ft_snmp_sysDescr,system/test_snmp.py,V1,
10,Regression,FtOpSoSySnFn008,Pass,Mapped,2023-12-26 01:35:37,Test case passed,test_ft_snmp_mib_2,system/test_snmp.py,V1,
11,Regression,FtOpSoSySnFn009,Pass,Mapped,2023-12-26 01:35:42,Test case passed,test_ft_snmp_if_mib_all,system/test_snmp.py,V1,
12,Regression,FtOpSoSySnFn010,Pass,Mapped,2023-12-26 01:35:47,Test case passed,test_ft_snmp_entity_mib_all,system/test_snmp.py,V1,
13,Regression,FtOpSoSySnFn013,Pass,Mapped,2023-12-26 01:35:52,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V1,
14,Regression,FtOpSoSySnFn012,Pass,Mapped,2023-12-26 01:35:52,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V1,
15,Regression,FtOpSoSySnFn015,Pass,Mapped,2023-12-26 01:36:00,Test case passed,test_ft_snmp_root_node_walk,system/test_snmp.py,V1,
16,Regression,FtOpSoSySnFn016,Pass,Mapped,2023-12-26 01:36:11,Test case passed,test_ft_snmp_ipAddressRowStatus_ipv6,system/test_snmp.py,V1,
17,Regression,FtOpSoSySnFn017,Pass,Mapped,2023-12-26 01:36:16,Test case passed,test_ft_snmp_ipAddressStorageType_ipv6,system/test_snmp.py,V1,
18,Regression,FtOpSoSySnFn020,Pass,Mapped,2023-12-26 01:36:21,Test case passed,test_ft_snmp_ipv6_If_Forward_default_HopLimit,system/test_snmp.py,V1,
19,Regression,FtOpSoSySnFn021,Pass,Mapped,2023-12-26 01:36:26,Test case passed,test_ft_snmp_ipv6scope_index_table,system/test_snmp.py,V1,
20,Regression,test_snmp_ip_forward_table,Pass,Mapped,2023-12-26 01:36:33,Test case passed,test_ft_snmp_ip_forward_table,system/test_snmp.py,V1,
21,SNMP Agent Optimization,ft_snmp_ifXTable,Pass,Mapped,2023-12-26 01:36:39,Test case passed,test_ft_snmp_ifx_table,system/test_snmp.py,V1,
22,SNMP Agent Optimization,ft_snmp_ip_System_Stats_Table,Pass,Mapped,2023-12-26 01:36:44,Test case passed,test_ft_snmp_ip_System_Stats_Table,system/test_snmp.py,V1,
23,SNMP Agent Optimization,ft_snmp_ip_IfStats_Table,Pass,Mapped,2023-12-26 01:36:49,Test case passed,test_ft_snmp_ip_IfStats_Table,system/test_snmp.py,V1,
24,SNMP Agent Optimization,ft_snmp_ip_Address_Table,Pass,Mapped,2023-12-26 01:36:54,Test case passed,test_ft_snmp_ip_Address_Table,system/test_snmp.py,V1,
25,SNMP Agent Optimization,ft_snmp_ip_NetToPhysical_Table,Pass,Mapped,2023-12-26 01:36:58,Test case passed,test_ft_snmp_ip_NetToPhysical_Table,system/test_snmp.py,V1,
26,SNMP Agent Optimization,ft_snmp_icmp_Msgs,Pass,Mapped,2023-12-26 01:37:03,Test case passed,test_ft_snmp_icmp_Msgs,system/test_snmp.py,V1,
27,SNMP Agent Optimization,ft_snmp_tcp_mib,Pass,Mapped,2023-12-26 01:37:10,Test case passed,test_ft_snmp_tcp_mib,system/test_snmp.py,V1,
28,SNMP Agent Optimization,ft_snmp_udp_mib,Pass,Mapped,2023-12-26 01:37:15,Test case passed,test_ft_snmp_udp_mib,system/test_snmp.py,V1,
29,SNMP Agent Optimization,ft_snmp_snmpv2_mib,Pass,Mapped,2023-12-26 01:37:20,Test case passed,test_ft_snmp_snmpv2_mib,system/test_snmp.py,V1,
30,SNMP Agent Optimization,ft_snmp_host_resource_mib,Pass,Mapped,2023-12-26 01:37:25,Test case passed,test_ft_snmp_host_resource_mib,system/test_snmp.py,V1,
31,SNMP Agent Optimization,ft_snmp_framework_mib,Pass,Mapped,2023-12-26 01:37:29,Test case passed,test_ft_snmp_framework_mib,system/test_snmp.py,V1,
32,SNMP Agent Optimization,ft_snmp_mpd_mib,Pass,Mapped,2023-12-26 01:37:34,Test case passed,test_ft_snmp_mpd_mib,system/test_snmp.py,V1,
33,SNMP Agent Optimization,ft_snmp_target_mib,Pass,Mapped,2023-12-26 01:37:39,Test case passed,test_ft_snmp_target_mib,system/test_snmp.py,V1,
34,SNMP Agent Optimization,ft_snmp_notification_mib,Pass,Mapped,2023-12-26 01:37:44,Test case passed,test_ft_snmp_notification_mib,system/test_snmp.py,V1,
35,SNMP Agent Optimization,ft_snmp_user_based_sm_mib,Pass,Mapped,2023-12-26 01:37:49,Test case passed,test_ft_snmp_user_based_sm_mib,system/test_snmp.py,V1,
36,SNMP Agent Optimization,ft_snmp_view_based_acm_mib,Pass,Mapped,2023-12-26 01:37:53,Test case passed,test_ft_snmp_view_based_acm_mib,system/test_snmp.py,V1,
37,SNMP Agent Optimization,ft_snmp_ent_physical_table,Pass,Mapped,2023-12-26 01:37:58,Test case passed,test_ft_snmp_ent_physical_table,system/test_snmp.py,V1,
38,SNMP Agent Optimization,ft_snmp_dot3_stats_table,Pass,Mapped,2023-12-26 01:38:03,Test case passed,test_ft_snmp_dot3_stats_table,system/test_snmp.py,V1,
39,SNMP Agent Optimization,ft_net_snmp_agent_mib,Pass,Mapped,2023-12-26 01:38:08,Test case passed,test_ft_net_snmp_agent_mib,system/test_snmp.py,V1,
40,SNMP Agent Optimization,ft_net_snmp_vacm_mib,Pass,Mapped,2023-12-26 01:38:13,Test case passed,test_ft_net_snmp_vacm_mib,system/test_snmp.py,V1,
41,SNMP Agent Optimization,ft_snmp_ucd_diskio_mib,Pass,Mapped,2023-12-26 01:38:18,Test case passed,test_ft_snmp_ucd_diskio_mib,system/test_snmp.py,V1,
42,SNMP Agent Optimization,ft_snmp_ucd_la_table,Pass,Mapped,2023-12-26 01:38:23,Test case passed,test_ft_snmp_ucd_la_table,system/test_snmp.py,V1,
43,SNMP Agent Optimization,ft_snmp_ucd_system_stats,Pass,Mapped,2023-12-26 01:38:28,Test case passed,test_ft_snmp_ucd_system_stats,system/test_snmp.py,V1,
44,SNMP MIB and Traps,SNMPQBr003,Fail,Mapped,2023-12-26 01:38:35,SNMP output is not found after walk of dot1qTpFdbPort OID,test_ft_snmp_dot1q_tp_fdb_port,system/test_snmp.py,V1,
45,SNMP MIB and Traps,SNMPQBr002,Pass,Mapped,2023-12-26 01:38:40,Test case passed,test_ft_snmp_dot1q_tp_fdb_address,system/test_snmp.py,V1,
46,In-Memory Debug Log,FtOpSoSysImLogFn012,EnvFail,Mapped,2023-12-26 01:38:59,Test case Failed Couldn't get the snmptrapd process details from snmp trap server. Please check the snmp trap server process in the server.,test_ft_snmp_coldstart_trap,system/test_snmp.py,V1,
47,SNMP MIB and Traps,SNMPTrap004,EnvFail,Mapped,2023-12-26 01:38:59,Test case Failed Couldn't get the snmptrapd process details from snmp trap server. Please check the snmp trap server process in the server.,test_ft_snmp_coldstart_trap,system/test_snmp.py,V1,
48,Regression,FtOpSoSySnFn023,Fail,Mapped,2023-12-26 01:39:16,SNMP service is not up,test_ft_snmp_docker_restart,system/test_snmp.py,V1,
