#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,switching/test_portchannel.py,,,0:00:29,2024-01-07 03:46:54,0,1,0,2,Module Prolog,"V3, V4",,
2,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Pass,0:00:36,2024-01-07 03:47:21,0,1,0,2,Test case passed,"V3, V4",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,Pass,0:00:21,2024-01-07 03:47:41,0,1,0,2,Test case passed,"V3, V4",,
4,switching/test_portchannel.py,,,0:00:13,2024-01-07 03:47:54,0,1,0,2,Module Epilog,"V3, V4",,
5,system/test_interface.py,,,0:00:51,2024-01-07 03:50:28,0,1,0,2,Module Prolog,"V3, V4",,
6,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,Fail,0:01:26,2024-01-07 03:51:49,0,1,0,2,interface is down on DUT ['Ethernet48'],"V3, V4",,
7,system/test_interface.py,,,0:00:09,2024-01-07 03:51:58,0,1,0,2,Module Epilog,"V3, V4",,
8,system/test_lldp.py,,,0:02:35,2024-01-07 03:57:13,0,1,0,2,Module Prolog,"V3, V4",,
9,system/test_lldp.py,test_ft_lldp_LocManAddrLen,Fail,0:00:00,2024-01-07 03:57:13,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the LocManAddrLen MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
10,system/test_lldp.py,test_ft_lldp_LocManAddrlfld,Fail,0:00:00,2024-01-07 03:57:14,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the LocManAddrlfld MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
11,system/test_lldp.py,test_ft_lldp_LocManAddrEntry,Fail,0:00:00,2024-01-07 03:57:14,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the LocManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
12,system/test_lldp.py,test_ft_lldp_ConfigManAddrEntry,Fail,0:00:00,2024-01-07 03:57:15,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the ConfigManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
13,system/test_lldp.py,test_ft_lldp_lldplocportid,Fail,0:00:00,2024-01-07 03:57:15,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object lldplocportid. Reference Test Bed : D1 <---> D2
14,system/test_lldp.py,test_ft_lldp_lldplocsysname,Fail,0:00:00,2024-01-07 03:57:15,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object lldplocsysname. Reference Test Bed : D1 <---> D2
15,system/test_lldp.py,test_ft_lldp_lldplocsysdesc,Fail,0:00:00,2024-01-07 03:57:16,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object lldplocsysdesc. Reference Test Bed : D1 <---> D2
16,system/test_lldp.py,test_ft_lldp_rem_man_addr_table,Fail,0:00:00,2024-01-07 03:57:16,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object LLDPRemManAddrTable. Reference Test Bed : D1 <---> D2
17,system/test_lldp.py,test_ft_lldp_non_default_config,Fail,0:00:00,2024-01-07 03:57:16,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify non default LLDP neighbor config. Reference Test Bed : D1 <--2--> D2
18,system/test_lldp.py,test_ft_lldp_docker_restart,Fail,0:00:00,2024-01-07 03:57:17,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the LLDP functionality after docker restart. Reference Test Bed : D1 <--2--> D2
19,system/test_lldp.py,test_lldp_verify_counters,Fail,0:00:00,2024-01-07 03:57:17,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify LLDP PDUs are not transmitted when the feature is disabled.
20,system/test_lldp.py,test_ft_lldp_with_remote_server,Fail,0:00:00,2024-01-07 03:57:17,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,
21,system/test_lldp.py,,,0:02:42,2024-01-07 03:57:17,0,1,0,2,Module Epilog,"V3, V4",,
22,system/test_ssh.py,,,0:00:48,2024-01-07 03:59:48,0,1,0,2,Module Prolog,"V3, V4",,
23,system/test_ssh.py,test_ft_ssh_service_disable,Pass,0:00:08,2024-01-07 03:59:51,0,1,0,2,Test case passed,"V3, V4",,
24,system/test_ssh.py,test_ft_ssh_add_user_verify,EnvFail,0:13:05,2024-01-07 04:12:56,0,1,0,2,Console hang observed. Exiting.,"V3, V4",,
25,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,ConfigFail,0:00:00,2024-01-07 05:28:37,0,1,0,2,module configuration failed.  @5445,"V3, V4",,"ceta-sonic-67575: Verify that on successful ssh login, error logs are generated"
26,system/test_ssh.py,,,0:26:52,2024-01-07 05:55:29,0,1,0,2,Module Epilog,"V3, V4",,
