Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,63.95%,86,55,31,2,65.48%,0:57:34,0,2.33%,0.00%,0.00%,0.00%,1:42:30
