#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,system/test_ntp.py,V4,UNKNOWN,VS,scapy,3,1,33.33%,0:06:07
2,system/test_snmp.py,V4,UNKNOWN,VS,scapy,42,37,88.10%,0:09:22
