#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,routing/NAT/test_nat.py,V2,UNKNOWN,VS,scapy,3,3,100.00%,0:02:38
2,routing/test_arp.py,V2,UNKNOWN,VS,scapy,1,0,0.00%,0:03:57
3,system/test_device_mgmt.py,V2,UNKNOWN,VS,scapy,1,1,100.00%,0:02:34
