Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,80.00%,5,4,1,0,80.00%,0:09:09,0,0.00%,0.00%,0.00%,0.00%,0:09:09
Regression,50.00%,2,1,1,0,50.00%,0:06:31,0,0.00%,0.00%,0.00%,0.00%,0:06:31
NAT,100.00%,3,3,0,0,100.00%,0:02:38,0,0.00%,0.00%,0.00%,0.00%,0:02:38
