#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,security/test_tacacs.py,V3,UNKNOWN,VS,scapy,6,0,0.00%,0:01:18
2,system/test_ntp.py,V3,UNKNOWN,VS,scapy,3,3,100.00%,0:06:38
